6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,158,16
2,2,157,16
3,2,159,16
4,2,196,16
5,2,199,16
6,2,167,16
1241
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,R14019,418,349,90,21.2,123.3,AAC00038,2600,2650,0,0,0,499,399
2,C3011,336,249,0,57.9,124.15,AAX00027,7150,7200,0,0,0,499,399
3,C7021,402,7,0,37.325,138.05,AAP00031,5150,5200,0,0,0,499,399
4,R13009,472,209,90,46.2,30.8,AAA00033,1400,1450,0,0,0,499,399
5,C12060,403,346,90,39.35,22.05,AAX00064,850,900,0,0,0,499,399
6,TU16000,440,350,270,24.75,148.75,AAK00048,3650,3700,0,0,0,499,399
7,R1110,305,101,90,62.275,143.025,AAI00040,8900,8950,0,0,0,499,399
8,L8024,177,8,270,19.95,148.7,AAV00045,2950,3000,0,0,0,499,399
9,C3059,23,56,90,63.6,119.55,AAM00022,7600,7650,0,0,0,499,399
10,R1025,46,323,0,67.7,56.5,AAM00042,3800,3850,0,0,0,499,399
11,C2060,136,360,90,84.95,109.6,AAH00015,9300,9350,0,0,0,499,399
12,C3003,300,206,270,56.45,126.35,AAL00019,7100,7150,0,0,0,499,399
13,FL8004,385,54,90,43.8,113.05,AAU00040,4950,5000,0,0,0,499,399
14,CN13000,400,197,270,7.094,41.865,AAI00030,250,300,0,0,0,499,399
15,L7023,105,283,270,35.35,123.1,AAZ00046,4350,4400,0,0,0,499,399
16,C3137,107,146,0,49.3,123.95,AAR00028,6100,6150,0,0,0,499,399
17,C12032,98,13,270,49.7,24.8,AAA00005,1200,1250,0,0,0,499,399
18,C3172,257,354,90,65.65,112.75,AAA00015,7400,7450,0,0,0,499,399
19,C10010,12,193,0,22.9,149.25,AAU00056,3400,3450,0,0,0,499,399
20,FL12000,91,251,180,32.525,28.5,AAZ00043,900,950,0,0,0,499,399
21,C3057,481,285,270,60.05,122.95,AAK00020,7350,7400,0,0,0,499,399
22,Q14000,358,270,180,21.55,108.75,AAG00035,2300,2350,0,0,0,499,399
23,C7000,272,83,270,26.2,142.3,AAX00035,3700,3750,0,0,0,499,399
24,R13074,411,45,180,76.95,33.4,AAR00049,2550,2600,0,0,0,499,399
25,R13103,162,323,90,68.15,39.45,AAK00045,2650,2700,0,0,0,499,399
26,C3174,110,58,180,61.55,126.35,AAC00017,7750,7800,0,0,0,499,399
27,R14020,21,333,90,54.05,151.3,AAD00039,8150,8200,0,0,0,499,399
28,R15041,465,358,0,26.8,71.55,AAH00043,1900,1950,0,0,0,499,399
29,C1010,281,302,180,57.3,60.1,AAP00015,3400,3450,0,0,0,499,399
30,C1078,426,230,0,59.35,83.85,AAK00012,4950,5000,0,0,0,499,399
31,IC1001,156,235,270,54.55,82.375,AAA00024,4450,4500,0,0,0,499,399
32,R15042,9,335,0,23.75,68.45,AAI00044,1600,1650,0,0,0,499,399
33,C1079,131,198,270,60.45,85.7,AAL00013,5150,5200,0,0,0,499,399
34,C2057,463,268,0,86.65,109.5,AAE00012,9450,9500,0,0,0,499,399
35,C1095,464,149,0,88.625,62.55,AAS00058,5500,5550,0,0,0,499,399
36,C12014,174,77,270,43.45,24.8,AAM00016,1050,1100,0,0,0,499,399
37,C4026,275,321,0,60.55,136.85,AAI00024,8250,8300,0,0,0,499,399
38,R8002,272,57,0,22.6,128.05,AAC00039,2850,2900,0,0,0,499,399
39,R9073,355,13,270,76.4,92,AAC00040,7000,7050,0,0,0,499,399
40,C1096,216,62,90,94.725,67.275,AAU00059,6350,6400,0,0,0,499,399
41,Q9009,304,276,90,70.7,89.475,AAR00044,6300,6350,0,0,0,499,399
42,L11000,159,204,270,34.3,91.8,AAU00041,3100,3150,0,0,0,499,399
43,C12039,117,123,90,41.35,14.3,AAC00047,550,600,0,0,0,499,399
44,R1024,490,383,270,61.3,51.1,AAL00041,3100,3150,0,0,0,499,399
45,C3000,138,45,270,64.7,108.95,AAI00016,7000,7050,0,0,0,499,399
46,L1010,307,1,270,58.25,81.9,AAS00040,4750,4800,0,0,0,499,399
47,L7054,429,86,270,32.2,136.9,AAP00040,4400,4450,0,0,0,499,399
48,R14019,468,121,90,21.2,123.3,AAC00038,2600,2650,0,0,0,499,399
49,C9006,347,307,270,67.8,139.3,AAG00027,9400,9450,0,0,0,499,399
50,R9019,356,123,180,65.75,99.7,AAN00050,6550,6600,0,0,0,499,399
51,C4028,480,332,90,62.275,139.275,AAK00026,8650,8700,0,0,0,499,399
52,C12047,57,128,90,43.15,23.6,AAK00055,1000,1050,0,0,0,499,399
53,C10024,263,245,0,29.25,138.55,AAE00044,4050,4100,0,0,0,499,399
54,C10051,198,46,0,31.1,118.45,AAE00045,3650,3700,0,0,0,499,399
55,ZD11002,55,228,180,27.55,81.95,AAJ00048,2250,2300,0,0,0,499,399
56,C1075,344,107,90,49.075,81.125,AAH00009,3950,4000,0,0,0,499,399
57,C1076,316,39,0,57.125,78.4,AAI00010,4450,4500,0,0,0,499,399
58,C11056,147,229,90,22.9,89.2,AAR00058,2000,2050,0,0,0,499,399
59,C7048,177,268,180,43.075,138.375,AAP00032,5950,6000,0,0,0,499,399
60,R13075,429,249,180,75.15,30.9,AAS00050,2300,2350,0,0,0,499,399
61,C13004,39,209,90,65.95,38.7,AAJ00055,2550,2600,0,0,0,499,399
62,C15186,83,8,270,28.65,69.6,AAV00024,1950,2000,0,0,0,499,399
63,R7002,155,65,90,42.85,140.55,AAA00037,6000,6050,0,0,0,499,399
64,C7049,92,36,180,43.075,137.7,AAR00033,5900,5950,0,0,0,499,399
65,C13060,330,186,0,25.25,43.4,AAN00018,1050,1100,0,0,0,499,399
66,R13059,340,331,90,65.65,41.25,AAH00041,2700,2750,0,0,0,499,399
67,FL8004,463,3,90,43.8,113.05,AAU00040,4950,5000,0,0,0,499,399
68,C3060,209,32,270,54.65,122.95,AAN00023,6700,6750,0,0,0,499,399
69,C3113,387,267,180,54.45,95.4,AAR00027,5150,5200,0,0,0,499,399
70,R1021,200,304,270,63.5,51.1,AAK00040,3200,3250,0,0,0,499,399
71,C12062,295,267,180,37.7,13,AAZ00066,450,500,0,0,0,499,399
72,L8025,61,127,0,36.7,119.55,AAX00046,4350,4400,0,0,0,499,399
73,L7024,442,377,270,34.75,124.55,AAA00026,4300,4350,0,0,0,499,399
74,C13063,359,152,180,22.7,36.8,AAS00021,800,850,0,0,0,499,399
75,C1004,119,179,180,67.7,61.35,AAH00008,4150,4200,0,0,0,499,399
76,C14000,321,254,0,19.8,137.1,AAY00025,2700,2750,0,0,0,499,399
77,ZD1004,419,270,270,47.2,90,AAI00047,4200,4250,0,0,0,499,399
78,Q1025,327,373,90,63.15,148.4,AAB00030,9350,9400,0,0,0,499,399
79,C9000,121,264,270,71.55,140.2,AAB00022,10000,10050,0,0,0,499,399
80,C7002,394,156,90,33.025,126.675,AAZ00037,4150,4200,0,0,0,499,399
81,C8000,435,363,180,34.325,111.375,AAG00025,3800,3850,0,0,0,499,399
82,C8021,72,237,0,39.15,109.45,AAC00022,4250,4300,0,0,0,499,399
83,C2037,200,216,0,87.45,112.4,AAP00021,9800,9850,0,0,0,499,399
84,C10050,255,318,0,37.2,124.55,AAD00044,4600,4650,0,0,0,499,399
85,Q9002,91,84,90,74.95,125.1,AAK00039,9350,9400,0,0,0,499,399
86,Q9009,199,73,90,70.7,89.475,AAR00044,6300,6350,0,0,0,499,399
87,C1079,102,54,270,60.45,85.7,AAL00013,5150,5200,0,0,0,499,399
88,C12025,75,225,90,24.3,27.9,AAX00023,650,700,0,0,0,499,399
89,R13060,402,374,270,64.15,39.45,AAI00042,2500,2550,0,0,0,499,399
90,R1034,186,352,270,66.05,146.1,AAX00049,9600,9650,0,0,0,499,399
91,L7037,75,39,270,32,123.75,AAE00030,3950,4000,0,0,0,499,399
92,CN13000,100,339,270,7.094,41.865,AAI00030,250,300,0,0,0,499,399
93,C10012,351,38,0,45.25,88.4,AAX00058,4000,4050,0,0,0,499,399
94,C13041,294,97,270,44.75,44.15,AAH00012,1950,2000,0,0,0,499,399
95,C10045,481,132,180,20.2,122.625,AAY00060,2450,2500,0,0,0,499,399
96,R13045,480,189,90,26,35.4,AAY00053,900,950,0,0,0,499,399
97,D9002,495,337,90,73.85,119.85,AAU00039,8850,8900,0,0,0,499,399
98,C3112,405,234,270,54.65,112.75,AAP00026,6150,6200,0,0,0,499,399
99,C5010,159,288,180,69.15,114,AAS00032,7850,7900,0,0,0,499,399
100,R1034,159,136,270,66.05,146.1,AAX00049,9600,9650,0,0,0,499,399
101,R1041,342,12,0,44,71.95,AAZ00051,3150,3200,0,0,0,499,399
102,R12007,245,144,0,53.45,14.65,AAS00048,750,800,0,0,0,499,399
103,C7012,165,392,180,40.225,126.35,AAI00025,5050,5100,0,0,0,499,399
104,C12031,78,278,90,21.6,27.9,AAZ00025,600,650,0,0,0,499,399
105,C10061,388,247,90,37.125,93.875,AAL00052,3450,3500,0,0,0,499,399
106,C3088,468,75,90,56.45,136.45,AAN00024,7700,7750,0,0,0,499,399
107,C9083,104,337,180,71.5,104.7,AAA00022,7450,7500,0,0,0,499,399
108,C1098,6,152,270,83.2,56.225,AAP00016,4650,4700,0,0,0,499,399
109,IC7000,89,136,0,30.675,128.075,AAG00030,3900,3950,0,0,0,499,399
110,C14020,149,352,180,19.8,125.7,AAS00022,2450,2500,0,0,0,499,399
111,R13098,62,154,90,70.95,24.6,AAG00041,1700,1750,0,0,0,499,399
112,C3067,99,361,90,59.1,121.25,AAR00025,7150,7200,0,0,0,499,399
113,C12037,218,189,270,21.6,30.45,AAA00045,650,700,0,0,0,499,399
114,FL7004,90,253,0,32.125,145.25,AAG00029,4650,4700,0,0,0,499,399
115,C2040,182,334,0,87.45,113.25,AAS00023,9900,9950,0,0,0,499,399
116,C12036,196,14,270,20.6,30.45,AAZ00065,600,650,0,0,0,499,399
117,L14006,183,152,270,20.2,127.85,AAG00031,2550,2600,0,0,0,499,399
118,FL7009,57,45,0,34.15,139.45,AAL00034,4750,4800,0,0,0,499,399
119,R1021,98,270,270,63.5,51.1,AAK00040,3200,3250,0,0,0,499,399
120,C1022,311,125,90,55.1,90.05,AAZ00022,4950,5000,0,0,0,499,399
121,C13058,93,13,90,50.25,42.175,AAM00017,2100,2150,0,0,0,499,399
122,C3175,117,13,270,50.225,111.9,AAD00018,5600,5650,0,0,0,499,399
123,R13021,167,231,90,65.45,22.8,AAK00043,1450,1500,0,0,0,499,399
124,R13019,339,201,90,67.45,22.8,AAJ00042,1500,1550,0,0,0,499,399
125,C3060,133,11,270,54.65,122.95,AAN00023,6700,6750,0,0,0,499,399
126,L7010,485,258,270,31.9,143.025,AAR00040,4550,4600,0,0,0,499,399
127,C3168,443,314,90,51.75,112.75,AAV00032,5800,5850,0,0,0,499,399
128,FL8004,273,373,90,43.8,113.05,AAU00040,4950,5000,0,0,0,499,399
129,C3130,296,5,270,55.55,116.15,AAI00021,6450,6500,0,0,0,499,399
130,C3082,130,1,0,52.45,119.1,AAH00018,6200,6250,0,0,0,499,399
131,C2060,282,325,90,84.95,109.6,AAH00015,9300,9350,0,0,0,499,399
132,Q1006,473,397,270,73.5,145.6,AAH00035,10700,10750,0,0,0,499,399
133,R9018,195,53,270,66.15,98.3,AAM00049,6500,6550,0,0,0,499,399
134,C9035,418,24,0,72.25,14.4,AAS00037,1000,1050,0,0,0,499,399
135,C10045,127,275,180,20.2,122.625,AAY00060,2450,2500,0,0,0,499,399
136,C12025,410,338,90,24.3,27.9,AAX00023,650,700,0,0,0,499,399
137,C1075,142,90,90,49.075,81.125,AAH00009,3950,4000,0,0,0,499,399
138,L12012,53,294,180,22.85,27.65,AAY00044,600,650,0,0,0,499,399
139,C13056,358,256,180,60.7,27.85,AAK00015,1650,1700,0,0,0,499,399
140,C1017,299,257,270,61.55,53.2,AAX00020,3250,3300,0,0,0,499,399
