6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,161,16
2,2,191,16
3,2,195,16
4,2,150,16
5,2,194,16
6,2,154,16
1462
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,C3015,261,209,90,67.7,120,AAB00010,8100,8150,0,0,0,600,469
2,R1070,482,140,270,65.25,148.35,AAH00038,9650,9700,0,0,0,600,469
3,C2049,269,452,0,79.6,108.25,AAA00008,8600,8650,0,0,0,600,469
4,C8014,438,338,0,41.05,117.55,AAU00036,4800,4850,0,0,0,600,469
5,R1032,137,244,90,62.1,89.7,AAV00048,5550,5600,0,0,0,600,469
6,FL7006,247,149,90,33.55,142.775,AAI00031,4750,4800,0,0,0,600,469
7,R14009,347,343,180,31.55,102.2,AAU00052,3200,3250,0,0,0,600,469
8,C9002,185,176,270,69.75,140.2,AAC00023,9750,9800,0,0,0,600,469
9,C1092,571,82,180,84.375,59.225,AAN00055,4950,5000,0,0,0,600,469
10,C12041,428,360,0,46.35,14.85,AAE00049,650,700,0,0,0,600,469
11,R10069,484,102,90,55.1,146.3,AAB00031,8050,8100,0,0,0,600,469
12,FL8006,273,360,0,40.9,111.25,AAX00042,4550,4600,0,0,0,600,469
13,R9027,403,389,0,58.6,12.5,AAS00053,700,750,0,0,0,600,469
14,C4017,48,119,270,60.7,142.7,AAZ00036,8650,8700,0,0,0,600,469
15,C12040,509,383,0,46.1,16.1,AAD00048,700,750,0,0,0,600,469
16,C3161,563,465,270,59.1,111.05,AAL00025,6550,6600,0,0,0,600,469
17,L7036,147,279,90,44.3,127.5,AAD00029,5600,5650,0,0,0,600,469
18,C12067,354,198,90,39.35,15.1,AAD00049,550,600,0,0,0,600,469
19,C11061,137,60,180,89.1,66.65,AAC00006,5900,5950,0,0,0,600,469
20,C14014,442,400,90,22.1,100.2,AAM00018,2200,2250,0,0,0,600,469
21,C3039,452,345,270,58.2,121.25,AAX00028,7050,7100,0,0,0,600,469
22,IC1001,110,434,90,64.55,54.4,AAY00043,3500,3550,0,0,0,600,469
23,R13096,465,364,270,70.45,22.8,AAE00039,1600,1650,0,0,0,600,469
24,FL7000,92,347,270,27.55,137.9,AAC00025,3750,3800,0,0,0,600,469
25,D9002,412,234,90,73.85,119.85,AAU00039,8850,8900,0,0,0,600,469
26,L7047,262,217,270,39.925,135.925,AAJ00035,5400,5450,0,0,0,600,469
27,C3024,283,7,90,53.75,119.55,AAH00016,6400,6450,0,0,0,600,469
28,C3011,372,220,0,57.9,124.15,AAX00027,7150,7200,0,0,0,600,469
29,R8003,253,102,0,22.6,125.4,AAD00040,2800,2850,0,0,0,600,469
30,R1007,389,106,90,66.3,61.75,AAC00032,4050,4100,0,0,0,600,469
31,C12045,262,439,270,38.35,20.25,AAI00053,750,800,0,0,0,600,469
32,IC9001,412,154,0,68.25,104.1,AAL00035,7100,7150,0,0,0,600,469
33,C10062,81,312,180,37.025,82.65,AAM00053,3050,3100,0,0,0,600,469
34,C3070,282,77,270,56.65,124.65,AAU00027,7050,7100,0,0,0,600,469
35,C10010,328,43,0,22.9,149.25,AAU00056,3400,3450,0,0,0,600,469
36,C11003,40,424,0,39.125,64.275,AAZ00063,2500,2550,0,0,0,600,469
37,R1064,309,372,90,65.1,83.125,AAE00035,5400,5450,0,0,0,600,469
38,X13000,307,124,0,47.5,44.15,AAD00042,2050,2100,0,0,0,600,469
39,C3123,565,63,270,59.1,112.75,AAC00015,6650,6700,0,0,0,600,469
40,R13013,14,358,270,48.05,41.4,AAD00036,1950,2000,0,0,0,600,469
41,L7020,426,60,0,32.15,147.45,AAY00045,4700,4750,0,0,0,600,469
