6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,152,16
2,2,156,16
3,2,185,16
4,2,189,16
5,2,189,16
6,2,176,16
1122
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,C3127,210,95,90,54.65,119.55,AAF00018,6500,6550,0,0,0,499,399
2,C3051,55,271,90,60,114.45,AAF00015,6850,6900,0,0,0,499,399
3,C11070,88,293,90,15,93.261,AAU00060,1350,1400,0,0,0,499,399
4,R1042,187,242,0,43.8,69.55,AAA00031,3000,3050,0,0,0,499,399
5,C3169,99,37,270,55.55,124.65,AAX00033,6900,6950,0,0,0,499,399
6,L11000,67,329,270,34.3,91.8,AAU00041,3100,3150,0,0,0,499,399
7,C3008,382,274,0,61,108.15,AAS00024,6550,6600,0,0,0,499,399
8,C10011,240,148,270,31,144.8,AAV00057,4450,4500,0,0,0,499,399
9,C3017,205,236,90,59.1,117.85,AAD00012,6950,7000,0,0,0,499,399
10,C3098,450,313,90,58.2,112.7,AAA00012,6550,6600,0,0,0,499,399
11,C2041,255,145,180,83.3,116.15,AAU00024,9650,9700,0,0,0,499,399
12,R13081,37,377,90,73.95,24.6,AAV00052,1800,1850,0,0,0,499,399
13,C3058,475,363,0,52.45,119.95,AAL00021,6250,6300,0,0,0,499,399
14,C3139,134,205,270,62.7,116.15,AAU00030,7250,7300,0,0,0,499,399
15,C11034,186,50,90,62.25,81.85,AAK00053,5050,5100,0,0,0,499,399
16,C1079,441,336,270,60.45,85.7,AAL00013,5150,5200,0,0,0,499,399
17,C12017,195,256,90,49.2,18.55,AAL00055,900,950,0,0,0,499,399
18,R13103,498,167,90,68.15,39.45,AAK00045,2650,2700,0,0,0,499,399
19,C10030,412,375,0,21.55,144.05,AAI00048,3100,3150,0,0,0,499,399
20,C12031,208,279,90,21.6,27.9,AAZ00025,600,650,0,0,0,499,399
21,C11085,13,111,270,21.725,97.325,AAE00048,2100,2150,0,0,0,499,399
22,C3098,349,345,90,58.2,112.7,AAA00012,6550,6600,0,0,0,499,399
23,C2040,256,50,0,87.45,113.25,AAS00023,9900,9950,0,0,0,499,399
24,C1092,280,73,180,84.375,59.225,AAN00055,4950,5000,0,0,0,499,399
25,C3010,157,199,270,67.7,124.55,AAV00026,8400,8450,0,0,0,499,399
26,C3101,444,44,180,52.45,116.5,AAD00015,6100,6150,0,0,0,499,399
27,R13091,460,211,270,66.15,39.45,AAZ00055,2600,2650,0,0,0,499,399
28,C2033,73,204,180,90.8,109.6,AAL00018,9950,10000,0,0,0,499,399
29,C11076,143,206,180,26.3,117.55,AAX00062,3050,3100,0,0,0,499,399
30,C1001,196,100,0,70.85,59.15,AAE00005,4150,4200,0,0,0,499,399
31,C3058,439,214,0,52.45,119.95,AAL00021,6250,6300,0,0,0,499,399
32,C3091,61,97,90,55.55,119.55,AAS00027,6600,6650,0,0,0,499,399
33,C3117,166,269,180,54.55,99.65,AAX00031,5400,5450,0,0,0,499,399
34,R13032,345,149,90,63.95,24.6,AAP00047,1550,1600,0,0,0,499,399
35,C9039,442,332,90,78.05,8.3,AAU00038,600,650,0,0,0,499,399
36,C11000,21,273,180,39.15,41.5,AAV00060,1600,1650,0,0,0,499,399
37,U12002,293,374,90,39.58,19.275,AAU00055,750,800,0,0,0,499,399
38,C3007,310,198,270,62.7,121.25,AAR00023,7600,7650,0,0,0,499,399
39,R14010,170,351,0,19.8,132.3,AAV00053,2600,2650,0,0,0,499,399
40,C5012,403,165,180,68.85,115.3,AAV00034,7900,7950,0,0,0,499,399
41,C10040,150,48,0,34.65,128.3,AAR00055,4400,4450,0,0,0,499,399
42,R1017,72,272,270,65.5,51.1,AAI00038,3300,3350,0,0,0,499,399
43,C3110,353,77,270,55.55,114.45,AAM00024,6350,6400,0,0,0,499,399
44,C8040,468,223,270,45.7,122.4,AAS00036,5550,5600,0,0,0,499,399
45,C2056,491,92,0,86.65,110.5,AAD00011,9550,9600,0,0,0,499,399
46,R1090,15,104,270,85.9,58.775,AAX00050,5000,5050,0,0,0,499,399
47,U12002,343,98,90,39.58,19.275,AAU00055,750,800,0,0,0,499,399
48,C4002,12,322,270,56.2,142.725,AAG00021,8000,8050,0,0,0,499,399
49,C11023,86,103,180,78.65,71.45,AAV00020,5600,5650,0,0,0,499,399
50,C7017,20,312,0,40.75,127.1,AAL00028,5150,5200,0,0,0,499,399
51,C3117,235,210,180,54.55,99.65,AAX00031,5400,5450,0,0,0,499,399
52,C3107,456,157,180,54.5,93.7,AAJ00021,5100,5150,0,0,0,499,399
53,C2040,422,296,0,87.45,113.25,AAS00023,9900,9950,0,0,0,499,399
54,FL7005,405,134,180,36.825,133.05,AAH00030,4850,4900,0,0,0,499,399
55,C7036,333,260,0,44.059,128.641,AAE00022,5650,5700,0,0,0,499,399
56,C3121,199,255,270,60.9,112.75,AAB00014,6850,6900,0,0,0,499,399
57,Q1030,7,125,90,68.6,86.15,AAD00032,5900,5950,0,0,0,499,399
58,C3006,44,49,180,64.9,118.25,AAP00022,7650,7700,0,0,0,499,399
59,C4001,259,110,270,59.2,142.725,AAF00020,8400,8450,0,0,0,499,399
60,C8026,280,388,180,43.75,115.7,AAF00025,5050,5100,0,0,0,499,399
61,C8011,303,267,0,34.8,120.475,AAP00033,4150,4200,0,0,0,499,399
62,C1078,445,187,0,59.35,83.85,AAK00012,4950,5000,0,0,0,499,399
63,X12001,87,29,180,25.65,27.85,AAB00040,700,750,0,0,0,499,399
64,IC9006,452,74,180,76,12.65,AAM00036,950,1000,0,0,0,499,399
65,C1086,266,350,0,29.4,56.8,AAH00049,1650,1700,0,0,0,499,399
66,C2053,170,143,270,85.65,114.5,AAC00010,9800,9850,0,0,0,499,399
67,Q13006,467,310,270,59.5,39.35,AAF00034,2300,2350,0,0,0,499,399
68,CN13000,387,11,270,7.094,41.865,AAI00030,250,300,0,0,0,499,399
69,C8004,372,153,270,26.25,118.6,AAH00026,3100,3150,0,0,0,499,399
70,C14008,47,158,270,32.3,105,AAG00012,3350,3400,0,0,0,499,399
71,R14016,468,114,0,21.95,104.6,AAZ00056,2250,2300,0,0,0,499,399
72,R1070,362,82,270,65.25,148.35,AAH00038,9650,9700,0,0,0,499,399
73,C3021,41,310,270,54.65,114.45,AAG00015,6250,6300,0,0,0,499,399
74,L7055,173,90,0,35.8,136.275,AAR00041,4850,4900,0,0,0,499,399
75,C14020,214,43,180,19.8,125.7,AAS00022,2450,2500,0,0,0,499,399
76,C3101,51,222,180,52.45,116.5,AAD00015,6100,6150,0,0,0,499,399
77,C1095,130,71,0,88.625,62.55,AAS00058,5500,5550,0,0,0,499,399
78,C3041,79,250,90,61.8,116.15,AAZ00030,7150,7200,0,0,0,499,399
79,R1007,401,332,90,66.3,61.75,AAC00032,4050,4100,0,0,0,499,399
80,C12023,469,59,180,47.75,24.625,AAV00022,1150,1200,0,0,0,499,399
81,R1086,315,32,180,61.4,54.6,AAS00047,3350,3400,0,0,0,499,399
82,C1045,360,387,90,40.15,74.1,AAX00060,2950,3000,0,0,0,499,399
83,R1079,374,322,0,80.3,60.375,AAL00042,4800,4850,0,0,0,499,399
84,L8014,121,104,90,40.95,118.5,AAK00037,4850,4900,0,0,0,499,399
85,L7023,486,236,270,35.35,123.1,AAZ00046,4350,4400,0,0,0,499,399
86,C1096,28,138,90,94.725,67.275,AAU00059,6350,6400,0,0,0,499,399
87,TU16003,172,257,270,42.015,47.285,AAN00051,1950,2000,0,0,0,499,399
88,C3073,80,333,270,52.65,135.65,AAY00030,7100,7150,0,0,0,499,399
89,R1042,99,312,0,43.8,69.55,AAA00031,3000,3050,0,0,0,499,399
90,C7031,286,369,90,34.525,136.85,AAZ00038,4700,4750,0,0,0,499,399
91,Q9007,14,57,270,63.9,101.675,AAN00042,6450,6500,0,0,0,499,399
92,C2036,50,286,270,92,110.35,AAN00020,10150,10200,0,0,0,499,399
93,C2023,444,283,0,80.425,110.325,AAH00014,8850,8900,0,0,0,499,399
94,R13092,114,141,270,71.45,22.8,AAA00035,1600,1650,0,0,0,499,399
95,C1094,287,7,270,92.4,67.1,AAR00057,6200,6250,0,0,0,499,399
96,C1079,168,74,270,60.45,85.7,AAL00013,5150,5200,0,0,0,499,399
97,FL13000,324,298,180,30.45,37.75,AAB00024,1100,1150,0,0,0,499,399
98,FL8004,360,238,90,43.8,113.05,AAU00040,4950,5000,0,0,0,499,399
99,C3101,129,188,180,52.45,116.5,AAD00015,6100,6150,0,0,0,499,399
100,C3029,229,209,270,56.4,119.55,AAL00020,6700,6750,0,0,0,499,399
101,C10051,120,71,0,31.1,118.45,AAE00045,3650,3700,0,0,0,499,399
102,C14010,149,86,180,28.675,106.85,AAI00014,3050,3100,0,0,0,499,399
103,C10041,476,350,180,21.25,128.65,AAS00056,2700,2750,0,0,0,499,399
104,R1006,202,67,0,61.9,59.6,AAA00030,3650,3700,0,0,0,499,399
105,C3149,390,47,180,50.9,127.1,AAF00019,6450,6500,0,0,0,499,399
106,R9073,40,234,270,76.4,92,AAC00040,7000,7050,0,0,0,499,399
107,L9001,151,345,0,70.95,132.4,AAB00029,9350,9400,0,0,0,499,399
108,C3013,313,370,270,86.5,117.1,AAZ00029,10100,10150,0,0,0,499,399
109,L7012,443,122,270,36.05,135.3,AAS00041,4850,4900,0,0,0,499,399
110,C3101,64,336,180,52.45,116.5,AAD00015,6100,6150,0,0,0,499,399
111,C3025,449,173,270,58.2,119.55,AAI00017,6950,7000,0,0,0,499,399
112,C3014,475,394,90,70.7,120,AAA00009,8450,8500,0,0,0,499,399
113,R9013,432,111,180,71.5,105.7,AAJ00046,7550,7600,0,0,0,499,399
114,C3173,399,153,90,67.175,112.45,AAB00016,7550,7600,0,0,0,499,399
115,L8011,80,98,90,36.025,114.1,AAI00035,4100,4150,0,0,0,499,399
116,D9002,423,376,90,73.85,119.85,AAU00039,8850,8900,0,0,0,499,399
117,C10053,105,72,90,34.1,108.85,AAG00047,3700,3750,0,0,0,499,399
118,R1042,215,63,0,43.8,69.55,AAA00031,3000,3050,0,0,0,499,399
119,C3106,296,245,270,53.75,112.75,AAI00020,6050,6100,0,0,0,499,399
120,C1086,354,164,0,29.4,56.8,AAH00049,1650,1700,0,0,0,499,399
121,C1081,286,330,0,57.125,76.3,AAM00014,4350,4400,0,0,0,499,399
122,R13060,314,202,270,64.15,39.45,AAI00042,2500,2550,0,0,0,499,399
123,C2000,227,331,180,87.175,118.575,AAX00025,10300,10350,0,0,0,499,399
124,C3172,58,86,90,65.65,112.75,AAA00015,7400,7450,0,0,0,499,399
125,D9003,8,201,90,58.9,14.35,AAV00040,800,850,0,0,0,499,399
126,R1094,143,187,0,57.55,83.85,AAZ00052,4800,4850,0,0,0,499,399
127,C7020,298,16,270,37.15,139.85,AAN00030,5150,5200,0,0,0,499,399
128,R1058,33,366,90,84.2,56.225,AAC00033,4700,4750,0,0,0,499,399
129,C3133,180,188,90,64.975,122.2,AAL00024,7900,7950,0,0,0,499,399
130,C7032,262,144,0,36.25,141.1,AAA00018,5100,5150,0,0,0,499,399
131,C10029,463,63,0,31.05,137.25,AAH00047,4250,4300,0,0,0,499,399
132,L7039,446,91,90,37.35,147,AAG00032,5450,5500,0,0,0,499,399
133,R13072,138,212,270,67.15,39.45,AAN00047,2600,2650,0,0,0,499,399
134,C14002,423,158,180,20.35,154.85,AAA00006,3150,3200,0,0,0,499,399
135,C12029,175,39,0,49.65,21.05,AAU00061,1000,1050,0,0,0,499,399
136,R1029,289,166,270,46.95,96.075,AAS00046,4500,4550,0,0,0,499,399
137,C2036,90,122,270,92,110.35,AAN00020,10150,10200,0,0,0,499,399
138,C7027,285,46,180,31.125,124,AAV00035,3850,3900,0,0,0,499,399
139,C1086,272,203,0,29.4,56.8,AAH00049,1650,1700,0,0,0,499,399
140,C1081,186,108,0,57.125,76.3,AAM00014,4350,4400,0,0,0,499,399
141,CN13000,229,371,270,7.094,41.865,AAI00030,250,300,0,0,0,499,399
142,C11050,377,76,180,87.8,69.45,AAR00018,6050,6100,0,0,0,499,399
143,C3134,221,50,90,57.3,112.7,AAM00025,6450,6500,0,0,0,499,399
144,C11037,462,5,90,53.05,81.8,AAN00056,4300,4350,0,0,0,499,399
145,R1016,471,299,90,73.925,78.925,AAH00037,5800,5850,0,0,0,499,399
146,R9080,128,286,270,76.425,85.05,AAH00045,6450,6500,0,0,0,499,399
147,C11046,349,312,180,87.8,71.05,AAL00014,6200,6250,0,0,0,499,399
148,C11045,310,138,180,89.1,71.45,AAK00013,6350,6400,0,0,0,499,399
149,C11026,115,143,180,78.65,72.25,AAY00022,5650,5700,0,0,0,499,399
150,R13030,248,139,90,62.95,24.6,AAN00046,1500,1550,0,0,0,499,399
151,C3116,323,361,90,56.35,111.1,AAV00030,6250,6300,0,0,0,499,399
152,C9089,352,155,180,70.4,111,AAE00026,7800,7850,0,0,0,499,399
153,C1083,320,238,180,24.7,61.2,AAE00046,1500,1550,0,0,0,499,399
