6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,188,16
2,2,150,16
3,2,162,16
4,2,191,16
5,2,192,16
6,2,197,16
1238
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,C11035,156,305,0,57.25,82.75,AAL00054,4700,4750,0,0,0,499,399
2,C8010,259,303,270,35.75,120.725,AAN00032,4300,4350,0,0,0,499,399
3,C8026,214,260,180,43.75,115.7,AAF00025,5050,5100,0,0,0,499,399
4,C3123,95,172,270,59.1,112.75,AAC00015,6650,6700,0,0,0,499,399
5,C7065,87,161,270,42.725,135.4,AAB00020,5750,5800,0,0,0,499,399
6,R14018,476,232,180,21.95,106.775,AAB00037,2300,2350,0,0,0,499,399
7,C12019,45,140,180,26.55,29.5,AAS00020,750,800,0,0,0,499,399
8,R9019,87,332,180,65.75,99.7,AAN00050,6550,6600,0,0,0,499,399
9,C1094,4,188,270,92.4,67.1,AAR00057,6200,6250,0,0,0,499,399
10,FL7004,87,138,0,32.125,145.25,AAG00029,4650,4700,0,0,0,499,399
11,C11007,251,223,270,41.9,59.6,AAD00046,2450,2500,0,0,0,499,399
12,L7037,415,53,270,32,123.75,AAE00030,3950,4000,0,0,0,499,399
13,C12040,168,295,0,46.1,16.1,AAD00048,700,750,0,0,0,499,399
14,C12039,51,54,90,41.35,14.3,AAC00047,550,600,0,0,0,499,399
15,C14005,360,90,180,20.35,155.85,AAD00009,3150,3200,0,0,0,499,399
16,Q1014,471,236,270,61.825,145.7,AAN00041,9000,9050,0,0,0,499,399
17,C3104,422,343,180,63.1,117.4,AAG00018,7400,7450,0,0,0,499,399
18,C10035,80,112,90,37.05,86.8,AAL00051,3200,3250,0,0,0,499,399
19,C11028,3,56,270,51.95,86.8,AAJ00052,4500,4550,0,0,0,499,399
20,C3145,66,204,180,50.9,126.2,AAB00015,6400,6450,0,0,0,499,399
21,C3170,246,102,270,53.75,124.65,AAY00034,6650,6700,0,0,0,499,399
22,C10038,466,275,0,24.2,128.2,AAP00054,3100,3150,0,0,0,499,399
23,C3127,170,137,90,54.65,119.55,AAF00018,6500,6550,0,0,0,499,399
24,ZD1002,421,247,270,65.625,74.85,AAG00045,4900,4950,0,0,0,499,399
25,C3070,400,394,270,56.65,124.65,AAU00027,7050,7100,0,0,0,499,399
26,Q1014,57,182,270,61.825,145.7,AAN00041,9000,9050,0,0,0,499,399
27,C10045,346,26,180,20.2,122.625,AAY00060,2450,2500,0,0,0,499,399
28,FL12001,155,132,270,27.9,27.65,AAA00023,750,800,0,0,0,499,399
29,C3137,122,137,0,49.3,123.95,AAR00028,6100,6150,0,0,0,499,399
30,C12067,29,331,90,39.35,15.1,AAD00049,550,600,0,0,0,499,399
31,C3081,311,82,0,50.85,122.475,AAG00017,6200,6250,0,0,0,499,399
32,C10046,342,244,90,41.85,115.75,AAZ00061,4800,4850,0,0,0,499,399
33,L14007,331,315,0,25.5,150.4,AAH00032,3800,3850,0,0,0,499,399
34,C3105,121,241,0,52.55,93.8,AAH00019,4900,4950,0,0,0,499,399
35,C3098,169,1,90,58.2,112.7,AAA00012,6550,6600,0,0,0,499,399
36,C3149,203,144,180,50.9,127.1,AAF00019,6450,6500,0,0,0,499,399
37,R1097,327,356,180,85.6,55.85,AAC00034,4750,4800,0,0,0,499,399
38,C9006,163,175,270,67.8,139.3,AAG00027,9400,9450,0,0,0,499,399
39,C11005,205,73,180,26.4,70,AAB00044,1800,1850,0,0,0,499,399
40,C5009,411,276,180,69.15,113,AAR00031,7800,7850,0,0,0,499,399
41,IC7002,296,113,90,35.825,146.4,AAI00032,5200,5250,0,0,0,499,399
42,C8012,138,89,0,35.025,114.35,AAR00034,4000,4050,0,0,0,499,399
43,C7036,308,47,0,44.059,128.641,AAE00022,5650,5700,0,0,0,499,399
44,R1069,168,180,270,61.975,85.125,AAG00037,5250,5300,0,0,0,499,399
45,C9082,36,180,0,68.75,100.65,AAZ00042,6900,6950,0,0,0,499,399
46,C4013,315,388,90,51.85,101.6,AAU00032,5250,5300,0,0,0,499,399
47,C12057,122,335,0,43.45,14.05,AAS00061,600,650,0,0,0,499,399
48,C11035,494,162,0,57.25,82.75,AAL00054,4700,4750,0,0,0,499,399
49,R14010,155,119,0,19.8,132.3,AAV00053,2600,2650,0,0,0,499,399
50,C8030,390,110,0,29.625,112.5,AAJ00029,3300,3350,0,0,0,499,399
51,C13044,476,336,90,50.25,44.15,AAJ00014,2200,2250,0,0,0,499,399
52,C4008,95,259,180,60.55,138.85,AAM00027,8400,8450,0,0,0,499,399
53,R4000,367,26,90,52.6,97.05,AAL00047,5100,5150,0,0,0,499,399
54,C3098,415,316,90,58.2,112.7,AAA00012,6550,6600,0,0,0,499,399
55,C9000,456,128,270,71.55,140.2,AAB00022,10000,10050,0,0,0,499,399
56,C12061,10,102,270,39.7,11.25,AAY00065,400,450,0,0,0,499,399
57,C3058,492,311,0,52.45,119.95,AAL00021,6250,6300,0,0,0,499,399
58,C10009,300,232,90,32.35,145.35,AAS00055,4700,4750,0,0,0,499,399
59,C10045,181,242,180,20.2,122.625,AAY00060,2450,2500,0,0,0,499,399
60,C11004,289,386,0,21.7,72.65,AAA00043,1550,1600,0,0,0,499,399
61,ZD1001,323,334,0,44,73.2,AAF00044,3200,3250,0,0,0,499,399
62,Q1016,475,153,90,31,97.3,AAR00043,3000,3050,0,0,0,499,399
63,R9013,284,352,180,71.5,105.7,AAJ00046,7550,7600,0,0,0,499,399
