6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,191,16
2,2,175,16
3,2,171,16
4,2,150,16
5,2,158,16
6,2,162,16
1100
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,C3174,123,224,180,61.55,126.35,AAC00017,7750,7800,0,0,0,499,399
2,R13100,408,181,180,70.95,39.7,AAI00043,2800,2850,0,0,0,499,399
3,Q1001,185,176,0,62.85,62.95,AAE00032,3950,4000,0,0,0,499,399
4,C11081,159,50,90,51.95,83.2,AAB00045,4300,4350,0,0,0,499,399
5,C3137,431,292,0,49.3,123.95,AAR00028,6100,6150,0,0,0,499,399
6,C11041,226,88,180,87.8,72.65,AAH00010,6350,6400,0,0,0,499,399
7,C2041,272,139,180,83.3,116.15,AAU00024,9650,9700,0,0,0,499,399
8,C11021,156,252,180,78.65,70.65,AAU00019,5550,5600,0,0,0,499,399
9,C5012,340,158,180,68.85,115.3,AAV00034,7900,7950,0,0,0,499,399
10,R1016,32,203,90,73.925,78.925,AAH00037,5800,5850,0,0,0,499,399
11,C2015,480,165,0,83.85,114.6,AAF00012,9600,9650,0,0,0,499,399
12,C3153,14,194,270,59.125,122.95,AAJ00023,7250,7300,0,0,0,499,399
13,C3085,345,371,0,53.95,134.4,AAK00021,7250,7300,0,0,0,499,399
14,C3034,316,9,270,56.4,122.95,AAR00024,6900,6950,0,0,0,499,399
15,R1111,292,292,0,64.975,140.715,AAJ00041,9100,9150,0,0,0,499,399
16,R15042,56,377,0,23.75,68.45,AAI00044,1600,1650,0,0,0,499,399
17,C11085,73,225,270,21.725,97.325,AAE00048,2100,2150,0,0,0,499,399
18,CN11001,98,275,270,8.743,96.096,AAA00001,800,850,0,0,0,499,399
19,C11022,495,373,270,63.35,87.35,AAG00049,5500,5550,0,0,0,499,399
20,C11049,135,54,180,89.1,69.85,AAP00017,6200,6250,0,0,0,499,399
21,C11024,204,123,270,57.65,86.95,AAH00050,5000,5050,0,0,0,499,399
22,R13017,476,144,90,61.45,22.8,AAH00040,1400,1450,0,0,0,499,399
23,C3100,405,334,90,60.05,124.65,AAC00014,7450,7500,0,0,0,499,399
24,C3146,491,304,0,49.3,125.75,AAC00016,6150,6200,0,0,0,499,399
25,C4015,410,364,180,60.45,102.85,AAX00034,6200,6250,0,0,0,499,399
26,C1031,478,291,180,24.85,49.4,AAU00058,1200,1250,0,0,0,499,399
27,C9022,174,228,0,75.45,110.775,AAK00031,8350,8400,0,0,0,499,399
28,C11077,285,367,180,14.6,112.05,AAY00063,1600,1650,0,0,0,499,399
29,R13043,348,306,90,67.95,24.6,AAV00051,1650,1700,0,0,0,499,399
30,L7024,68,15,270,34.75,124.55,AAA00026,4300,4350,0,0,0,499,399
31,R8003,183,168,0,22.6,125.4,AAD00040,2800,2850,0,0,0,499,399
32,R13021,87,90,90,65.45,22.8,AAK00043,1450,1500,0,0,0,499,399
33,C7029,130,253,180,29.35,124.225,AAY00037,3600,3650,0,0,0,499,399
34,C13067,489,121,180,22.05,44.35,AAV00023,950,1000,0,0,0,499,399
35,R9013,267,65,180,71.5,105.7,AAJ00046,7550,7600,0,0,0,499,399
36,R15042,331,150,0,23.75,68.45,AAI00044,1600,1650,0,0,0,499,399
37,C3055,337,13,90,57.3,114.45,AAI00018,6550,6600,0,0,0,499,399
38,L7055,16,368,0,35.8,136.275,AAR00041,4850,4900,0,0,0,499,399
39,C7047,304,335,180,43.275,143.45,AAN00031,6200,6250,0,0,0,499,399
40,L8027,493,103,270,23,124.075,AAZ00048,2850,2900,0,0,0,499,399
41,R9001,494,270,90,65.8,105.8,AAH00044,6950,7000,0,0,0,499,399
42,C4030,347,247,90,62.275,141.1,AAM00028,8750,8800,0,0,0,499,399
43,R1105,247,259,90,66.575,82.55,AAE00036,5450,5500,0,0,0,499,399
44,C13041,306,279,270,44.75,44.15,AAH00012,1950,2000,0,0,0,499,399
45,C3126,263,148,90,64.5,119.55,AAE00017,7700,7750,0,0,0,499,399
46,R13100,172,15,180,70.95,39.7,AAI00043,2800,2850,0,0,0,499,399
47,C7053,72,14,180,43.275,144.75,AAU00035,6250,6300,0,0,0,499,399
48,C1001,472,185,0,70.85,59.15,AAE00005,4150,4200,0,0,0,499,399
49,FL8000,172,134,0,31.2,115.85,AAN00036,3600,3650,0,0,0,499,399
50,C7045,115,226,180,34.1,145.825,AAL00029,4950,5000,0,0,0,499,399
51,C7032,164,109,0,36.25,141.1,AAA00018,5100,5150,0,0,0,499,399
52,Q9002,390,395,90,74.95,125.1,AAK00039,9350,9400,0,0,0,499,399
53,L7012,154,335,270,36.05,135.3,AAS00041,4850,4900,0,0,0,499,399
54,R13045,230,68,90,26,35.4,AAY00053,900,950,0,0,0,499,399
55,C4022,46,25,0,56,134.4,AAE00020,7500,7550,0,0,0,499,399
56,L7036,56,203,90,44.3,127.5,AAD00029,5600,5650,0,0,0,499,399
57,R9016,149,106,270,76.85,120.45,AAK00047,9250,9300,0,0,0,499,399
58,C3078,316,337,0,62.35,136.85,AAD00014,8500,8550,0,0,0,499,399
59,C3060,101,19,270,54.65,122.95,AAN00023,6700,6750,0,0,0,499,399
60,C3141,397,140,180,50.9,125.3,AAX00032,6350,6400,0,0,0,499,399
61,C12020,422,106,90,50.35,21.35,AAU00021,1050,1100,0,0,0,499,399
62,C8028,151,114,0,46.55,121.15,AAH00027,5600,5650,0,0,0,499,399
63,C7036,360,298,0,44.059,128.641,AAE00022,5650,5700,0,0,0,499,399
64,C3040,321,15,270,52.8,122.95,AAY00029,6450,6500,0,0,0,499,399
65,C10029,106,273,0,31.05,137.25,AAH00047,4250,4300,0,0,0,499,399
66,C7076,333,341,180,29.6,121.35,AAF00024,3550,3600,0,0,0,499,399
67,TU16003,335,94,270,42.015,47.285,AAN00051,1950,2000,0,0,0,499,399
68,C3164,471,373,270,52.75,112.75,AAP00028,5900,5950,0,0,0,499,399
69,C8034,291,278,180,45.45,119.25,AAK00030,5400,5450,0,0,0,499,399
70,C11077,76,231,180,14.6,112.05,AAY00063,1600,1650,0,0,0,499,399
71,FL7003,207,205,180,30.6,147.125,AAF00028,4500,4550,0,0,0,499,399
72,C1062,131,246,0,41.55,81.2,AAC00044,3350,3400,0,0,0,499,399
73,R15039,320,316,180,89.4,87.3,AAF00041,7800,7850,0,0,0,499,399
74,R13107,454,156,90,51.2,30.8,AAN00048,1550,1600,0,0,0,499,399
75,C3083,88,262,180,54.55,138.05,AAI00019,7500,7550,0,0,0,499,399
76,C2059,303,168,180,90.8,111.3,AAG00014,10100,10150,0,0,0,499,399
77,C3035,179,214,270,58.2,117.85,AAS00025,6850,6900,0,0,0,499,399
78,C14007,405,50,180,20.35,156.85,AAF00011,3150,3200,0,0,0,499,399
79,C4018,228,360,180,55.6,144.7,AAA00016,8000,8050,0,0,0,499,399
80,L8024,391,287,270,19.95,148.7,AAV00045,2950,3000,0,0,0,499,399
81,C3004,498,228,0,62.35,137.85,AAM00020,8550,8600,0,0,0,499,399
82,L1010,217,91,270,58.25,81.9,AAS00040,4750,4800,0,0,0,499,399
83,C11061,353,380,180,89.1,66.65,AAC00006,5900,5950,0,0,0,499,399
84,C11054,480,11,180,24.85,98.75,AAX00022,2450,2500,0,0,0,499,399
85,ZD1004,313,304,270,47.2,90,AAI00047,4200,4250,0,0,0,499,399
86,C3135,33,307,90,55.55,112.75,AAN00026,6250,6300,0,0,0,499,399
87,C3132,37,390,90,60.9,122.95,AAK00023,7450,7500,0,0,0,499,399
88,C11030,134,317,180,80,72.65,AAA00003,5800,5850,0,0,0,499,399
89,C7048,376,242,180,43.075,138.375,AAP00032,5950,6000,0,0,0,499,399
90,R13019,187,321,90,67.45,22.8,AAJ00042,1500,1550,0,0,0,499,399
91,C11063,287,343,180,89.1,65.85,AAE00008,5850,5900,0,0,0,499,399
92,R9079,93,365,0,76.025,86.5,AAG00044,6550,6600,0,0,0,499,399
