6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,197,16
2,2,160,16
3,2,150,16
4,2,189,16
5,2,157,16
6,2,159,16
1287
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,FL8005,114,374,90,36.025,115.675,AAV00041,4150,4200,0,0,0,549,399
2,C3068,397,184,270,56.4,117.85,AAS00026,6600,6650,0,0,0,549,399
3,R1109,534,216,270,71.1,83.8,AAH00039,5950,6000,0,0,0,549,399
4,IC1001,86,136,90,64.55,54.4,AAY00043,3500,3550,0,0,0,549,399
5,C10029,233,396,0,31.05,137.25,AAH00047,4250,4300,0,0,0,549,399
6,C3005,350,365,180,63.1,118.25,AAN00021,7450,7500,0,0,0,549,399
7,Q1005,383,389,90,49.875,97.25,AAG00034,4850,4900,0,0,0,549,399
8,C3116,111,118,90,56.35,111.1,AAV00030,6250,6300,0,0,0,549,399
9,C10029,334,301,0,31.05,137.25,AAH00047,4250,4300,0,0,0,549,399
10,C11007,63,351,270,41.9,59.6,AAD00046,2450,2500,0,0,0,549,399
11,R12009,22,65,0,24.675,29.5,AAV00050,700,750,0,0,0,549,399
12,L14004,175,242,270,23,131.05,AAE00029,3000,3050,0,0,0,549,399
13,FL8005,443,379,90,36.025,115.675,AAV00041,4150,4200,0,0,0,549,399
14,C3141,160,307,180,50.9,125.3,AAX00032,6350,6400,0,0,0,549,399
15,C10054,89,290,0,31.7,108.85,AAH00048,3450,3500,0,0,0,549,399
16,C3057,170,206,270,60.05,122.95,AAK00020,7350,7400,0,0,0,549,399
17,C3079,85,55,270,53.75,126.35,AAE00015,6750,6800,0,0,0,549,399
18,C10057,12,394,270,30.575,111.475,AAK00051,3400,3450,0,0,0,549,399
19,R1007,85,3,90,66.3,61.75,AAC00032,4050,4100,0,0,0,549,399
20,R13012,133,46,90,52.85,39.175,AAC00035,2050,2100,0,0,0,549,399
21,R1041,192,342,0,44,71.95,AAZ00051,3150,3200,0,0,0,549,399
