6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,166,16
2,2,151,16
3,2,184,16
4,2,164,16
5,2,169,16
6,2,197,16
1291
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,C11033,444,90,180,80,74.25,AAD00006,5900,5950,0,0,0,499,399
2,C3030,189,48,270,57.3,121.25,AAM00021,6900,6950,0,0,0,499,399
3,L7042,254,368,270,37.575,137.2,AAI00034,5150,5200,0,0,0,499,399
4,C11033,132,165,180,80,74.25,AAD00006,5900,5950,0,0,0,499,399
5,R12007,318,41,0,53.45,14.65,AAS00048,750,800,0,0,0,499,399
6,C11037,374,302,90,53.05,81.8,AAN00056,4300,4350,0,0,0,499,399
7,C11023,177,51,180,78.65,71.45,AAV00020,5600,5650,0,0,0,499,399
8,R13100,369,221,180,70.95,39.7,AAI00043,2800,2850,0,0,0,499,399
9,C3040,49,113,270,52.8,122.95,AAY00029,6450,6500,0,0,0,499,399
10,R9043,233,338,90,61.45,101,AAY00057,6200,6250,0,0,0,499,399
11,C12055,476,377,0,41.75,21.75,AAP00059,900,950,0,0,0,499,399
12,C3110,255,340,270,55.55,114.45,AAM00024,6350,6400,0,0,0,499,399
13,C8007,373,13,90,38.05,117.1,AAK00029,4450,4500,0,0,0,499,399
14,C3035,76,334,270,58.2,117.85,AAS00025,6850,6900,0,0,0,499,399
15,FL7009,388,57,0,34.15,139.45,AAL00034,4750,4800,0,0,0,499,399
16,C11006,431,278,270,41.9,45.2,AAC00045,1850,1900,0,0,0,499,399
17,R1002,486,213,270,57.55,52.2,AAX00048,3000,3050,0,0,0,499,399
18,C4018,494,112,180,55.6,144.7,AAA00016,8000,8050,0,0,0,499,399
19,R1080,176,60,270,71.975,78.925,AAM00043,5650,5700,0,0,0,499,399
20,U13002,146,112,0,69.525,27.195,AAZ00059,1850,1900,0,0,0,499,399
21,C12000,495,17,90,48.95,11.6,AAI00012,550,600,0,0,0,499,399
22,CN13000,373,124,270,7.094,41.865,AAI00030,250,300,0,0,0,499,399
23,C3106,33,51,270,53.75,112.75,AAI00020,6050,6100,0,0,0,499,399
24,R13044,222,1,270,26,40.1,AAX00052,1000,1050,0,0,0,499,399
25,C3149,265,82,180,50.9,127.1,AAF00019,6450,6500,0,0,0,499,399
26,C8011,423,385,0,34.8,120.475,AAP00033,4150,4200,0,0,0,499,399
27,L8018,131,95,180,44.05,110.45,AAP00041,4850,4900,0,0,0,499,399
28,C4002,135,197,270,56.2,142.725,AAG00021,8000,8050,0,0,0,499,399
29,R1062,89,385,180,52.65,77.4,AAD00034,4050,4100,0,0,0,499,399
30,R13006,326,64,90,44.05,32.55,AAX00051,1400,1450,0,0,0,499,399
31,R13095,290,182,0,75.15,35.9,AAD00038,2650,2700,0,0,0,499,399
32,R8001,285,64,270,23,126.75,AAB00038,2900,2950,0,0,0,499,399
33,U12001,60,12,0,45.225,22.769,AAS00054,1000,1050,0,0,0,499,399
34,L7060,13,319,270,35.2,143.775,AAY00046,5050,5100,0,0,0,499,399
35,L14002,337,211,0,20.35,142.95,AAC00027,2900,2950,0,0,0,499,399
36,C12011,456,183,180,37.775,19.7,AAK00014,700,750,0,0,0,499,399
37,C3026,20,201,270,57.3,119.45,AAJ00018,6800,6850,0,0,0,499,399
38,C11030,131,12,180,80,72.65,AAA00003,5800,5850,0,0,0,499,399
39,L7020,125,288,0,32.15,147.45,AAY00045,4700,4750,0,0,0,499,399
40,C5010,380,228,180,69.15,114,AAS00032,7850,7900,0,0,0,499,399
41,C12035,403,165,270,19.6,30.45,AAY00064,550,600,0,0,0,499,399
42,L7013,274,345,270,41,125.4,AAU00042,5100,5150,0,0,0,499,399
43,C11030,485,383,180,80,72.65,AAA00003,5800,5850,0,0,0,499,399
44,C11028,249,291,270,51.95,86.8,AAJ00052,4500,4550,0,0,0,499,399
45,C8044,290,95,180,34.325,113.525,AAY00040,3850,3900,0,0,0,499,399
46,C12030,8,238,90,22.6,30.45,AAV00062,650,700,0,0,0,499,399
47,IC1001,392,106,270,54.55,82.375,AAA00024,4450,4500,0,0,0,499,399
