6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,172,16
2,2,195,16
3,2,159,16
4,2,169,16
5,2,188,16
6,2,186,16
1148
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,C10053,76,184,90,34.1,108.85,AAG00047,3700,3750,0,0,0,499,399
2,Q1016,70,91,90,31,97.3,AAR00043,3000,3050,0,0,0,499,399
3,R4001,6,175,90,63.5,139.725,AAM00048,8850,8900,0,0,0,499,399
4,R1088,245,142,270,66.15,89.95,AAU00048,5950,6000,0,0,0,499,399
5,R13046,338,218,180,76.95,32.4,AAZ00054,2450,2500,0,0,0,499,399
6,C3003,339,216,270,56.45,126.35,AAL00019,7100,7150,0,0,0,499,399
7,C10007,376,236,180,32.85,89,AAP00053,2900,2950,0,0,0,499,399
8,C7049,464,381,180,43.075,137.7,AAR00033,5900,5950,0,0,0,499,399
9,C8041,495,50,90,46.05,113.75,AAU00037,5200,5250,0,0,0,499,399
10,C3149,343,117,180,50.9,127.1,AAF00019,6450,6500,0,0,0,499,399
11,R15042,139,260,0,23.75,68.45,AAI00044,1600,1650,0,0,0,499,399
12,ZD1003,250,248,90,45.8,101.85,AAH00046,4650,4700,0,0,0,499,399
13,C8006,59,267,0,37.8,118.05,AAJ00028,4450,4500,0,0,0,499,399
14,R13006,390,305,90,44.05,32.55,AAX00051,1400,1450,0,0,0,499,399
15,C9024,85,250,180,75.75,116.125,AAM00033,8750,8800,0,0,0,499,399
16,C5010,73,305,180,69.15,114,AAS00032,7850,7900,0,0,0,499,399
17,C3072,227,279,270,56.4,116.15,AAX00029,6550,6600,0,0,0,499,399
18,R1002,278,173,270,57.55,52.2,AAX00048,3000,3050,0,0,0,499,399
19,IC12000,472,90,90,44.15,18.2,AAB00025,800,850,0,0,0,499,399
20,C13060,248,60,0,25.25,43.4,AAN00018,1050,1100,0,0,0,499,399
21,C2036,87,130,270,92,110.35,AAN00020,10150,10200,0,0,0,499,399
22,R13009,246,85,90,46.2,30.8,AAA00033,1400,1450,0,0,0,499,399
23,C11005,449,72,180,26.4,70,AAB00044,1800,1850,0,0,0,499,399
24,C10040,441,225,0,34.65,128.3,AAR00055,4400,4450,0,0,0,499,399
25,U12000,380,388,0,43.096,13.631,AAR00053,550,600,0,0,0,499,399
26,C4015,75,303,180,60.45,102.85,AAX00034,6200,6250,0,0,0,499,399
27,C7012,468,337,180,40.225,126.35,AAI00025,5050,5100,0,0,0,499,399
28,L8028,45,93,90,33.475,119.35,AAA00028,3950,4000,0,0,0,499,399
29,C3071,37,289,0,59.55,116.15,AAV00028,6900,6950,0,0,0,499,399
30,C7059,72,222,270,41.425,137.125,AAA00019,5650,5700,0,0,0,499,399
31,IC9001,168,248,0,68.25,104.1,AAL00035,7100,7150,0,0,0,499,399
32,C8043,152,243,0,41.425,109.65,AAX00039,4500,4550,0,0,0,499,399
33,C8013,278,271,0,39.95,117.55,AAS00035,4650,4700,0,0,0,499,399
34,L8017,374,99,90,41.3,115.05,AAN00040,4750,4800,0,0,0,499,399
35,C2012,211,229,180,89.05,111.25,AAC00009,9900,9950,0,0,0,499,399
36,C9083,172,318,180,71.5,104.7,AAA00022,7450,7500,0,0,0,499,399
37,C9087,403,318,0,71.825,87.325,AAC00024,6250,6300,0,0,0,499,399
38,C3168,90,224,90,51.75,112.75,AAV00032,5800,5850,0,0,0,499,399
39,C12080,370,34,90,30.75,26.45,AAE00009,800,850,0,0,0,499,399
40,FL7003,275,167,180,30.6,147.125,AAF00028,4500,4550,0,0,0,499,399
41,Q15001,244,302,90,33.3,71.8,AAH00036,2350,2400,0,0,0,499,399
42,C11076,264,218,180,26.3,117.55,AAX00062,3050,3100,0,0,0,499,399
43,C7018,178,182,180,33.975,147.45,AAM00029,5000,5050,0,0,0,499,399
44,C12018,196,237,90,52.6,20.7,AAR00019,1050,1100,0,0,0,499,399
45,Q1000,457,76,0,53.8,54.8,AAD00031,2900,2950,0,0,0,499,399
46,R1042,387,267,0,43.8,69.55,AAA00031,3000,3050,0,0,0,499,399
47,C11007,230,292,270,41.9,59.6,AAD00046,2450,2500,0,0,0,499,399
48,R13103,377,135,90,68.15,39.45,AAK00045,2650,2700,0,0,0,499,399
49,C11051,466,63,180,89.1,69.05,AAS00019,6150,6200,0,0,0,499,399
50,L1010,107,226,270,58.25,81.9,AAS00040,4750,4800,0,0,0,499,399
51,C3115,173,2,90,59,93.3,AAU00029,5500,5550,0,0,0,499,399
52,FL7006,461,104,90,33.55,142.775,AAI00031,4750,4800,0,0,0,499,399
53,C1046,481,357,90,80.4,56.225,AAD00005,4500,4550,0,0,0,499,399
54,C4027,96,394,180,52.4,95.2,AAJ00025,4950,5000,0,0,0,499,399
55,C3051,49,166,90,60,114.45,AAF00015,6850,6900,0,0,0,499,399
56,C7026,192,106,90,35.35,122.025,AAU00034,4300,4350,0,0,0,499,399
57,C8017,353,385,90,40.2,116.55,AAY00039,4650,4700,0,0,0,499,399
58,R1108,216,37,90,71.1,85.8,AAG00038,6100,6150,0,0,0,499,399
59,C8018,281,293,90,41.3,116.55,AAZ00040,4800,4850,0,0,0,499,399
60,C7049,432,238,180,43.075,137.7,AAR00033,5900,5950,0,0,0,499,399
61,C10061,441,58,90,37.125,93.875,AAL00052,3450,3500,0,0,0,499,399
62,L8019,420,19,90,43.5,116.75,AAR00042,5050,5100,0,0,0,499,399
63,C11009,411,396,270,41.9,66.8,AAF00048,2750,2800,0,0,0,499,399
64,R15037,53,325,0,26.35,69.4,AAE00040,1800,1850,0,0,0,499,399
65,R13075,317,108,180,75.15,30.9,AAS00050,2300,2350,0,0,0,499,399
66,C11003,294,263,0,39.125,64.275,AAZ00063,2500,2550,0,0,0,499,399
67,C10061,278,220,90,37.125,93.875,AAL00052,3450,3500,0,0,0,499,399
68,Q1002,345,202,0,73.525,84.55,AAF00033,6200,6250,0,0,0,499,399
69,C1090,54,365,180,83.625,65.275,AAL00053,5450,5500,0,0,0,499,399
70,L12013,285,145,90,19.4,27.5,AAZ00045,500,550,0,0,0,499,399
71,C3160,38,39,180,55.1,111.45,AAK00024,6100,6150,0,0,0,499,399
72,ZD1004,318,124,270,47.2,90,AAI00047,4200,4250,0,0,0,499,399
73,C7021,224,103,0,37.325,138.05,AAP00031,5150,5200,0,0,0,499,399
