time,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Part_Size,Reel_Name,Nozzle_Type1,Nozzle_Type2,Feeder_qty,Size_X,Size_Y,Machine No,Table,FeederNum,Nozzle_Using
1681364513338,31412000,96,173,0,6.865,24.1,165.4465,11200002,150,200,193,499,399,1,2,37,150
1681364513338,31412000,460,372,0,6.865,24.1,165.4465,11200002,150,200,193,499,399,1,1,177,150
1681364513338,31412000,47,18,0,6.865,24.1,165.4465,11200002,150,200,193,499,399,1,2,36,150
1681364513338,312061,153,170,270,39.7,11.25,446.625,112500065,400,450,193,499,399,1,2,59,400
1681364513338,312061,388,181,270,39.7,11.25,446.625,112500065,400,450,193,499,399,1,2,58,400
1681364513338,312062,96,140,180,37.7,13,490.1,112600066,450,500,193,499,399,1,2,37,450
1681364513338,312062,70,9,180,37.7,13,490.1,112600066,450,500,193,499,399,1,2,37,450
1681364513338,312062,271,69,180,37.7,13,490.1,112600066,450,500,193,499,399,1,2,37,450
1681364513338,312062,153,393,180,37.7,13,490.1,112600066,450,500,193,499,399,1,1,59,450
1681364513338,312008,267,379,90,45.05,12.3,554.115,111100054,550,600,193,486,379,1,1,106,550
1681364513338,312039,309,293,90,41.35,14.3,591.305,11300047,550,600,193,492,384,1,1,121,550
1681364513338,312067,401,32,90,39.35,15.1,594.185,11400049,550,600,193,495,399,1,2,156,550
1681364513338,312034,77,388,0,20.75,27.65,573.7375,11200006,550,600,193,496,399,1,1,29,550
1681364513338,312000,323,189,90,48.95,11.6,567.82,11900012,550,600,193,496,399,1,2,125,550
1681364513338,312008,360,356,90,45.05,12.3,554.115,111100054,550,600,193,499,399,1,1,105,550
1681364513338,312034,245,43,0,20.75,27.65,573.7375,11200006,550,600,193,499,399,1,2,94,550
1681364513338,312000,157,32,90,48.95,11.6,567.82,11900012,550,600,193,499,399,1,2,124,550
1681364513338,312034,205,132,0,20.75,27.65,573.7375,11200006,550,600,193,499,399,1,2,93,550
1681364513338,312000,168,333,90,48.95,11.6,567.82,11900012,550,600,193,499,399,1,1,64,550
1681364513338,2112000,390,379,0,43.096,13.631,587.441576,111800053,550,600,193,499,399,1,1,150,550
1681364513338,312039,107,170,90,41.35,14.3,591.305,11300047,550,600,193,499,399,1,2,41,550
1681364513338,312000,464,246,90,48.95,11.6,567.82,11900012,550,600,193,499,399,1,1,63,550
1681364513338,312057,49,379,0,43.45,14.05,610.4725,111900061,600,650,193,379,379,1,1,24,600
1681364513338,189028,94,82,180,64.15,9.85,631.8775,112100054,600,650,193,495,397,1,2,36,600
1681364513338,312057,40,218,0,43.45,14.05,610.4725,111900061,600,650,193,495,399,1,1,23,600
1681364513338,39027,480,81,270,61.95,10.25,634.9875,111400034,600,650,193,495,399,1,2,187,600
1681364513338,39027,111,145,270,61.95,10.25,634.9875,111400034,600,650,193,499,399,1,2,186,600
1681364513338,39030,453,71,180,72,8.7,626.4,111600035,600,650,193,499,399,1,2,175,600
1681364513338,39039,78,76,90,78.05,8.3,647.815,112100038,600,650,193,499,399,1,2,30,600
1681364513338,312057,175,146,0,43.45,14.05,610.4725,111900061,600,650,193,499,399,1,2,67,600
1681364513338,312036,482,88,270,20.6,30.45,627.27,112600065,600,650,193,499,399,1,2,186,600
1681364513338,1212012,135,63,180,22.85,27.65,631.8025,112500044,600,650,193,499,399,1,2,52,600
1681364513338,39039,495,272,90,78.05,8.3,647.815,112100038,600,650,193,499,399,1,1,191,600
1681364513338,1212012,118,303,180,22.85,27.65,631.8025,112500044,600,650,193,499,399,1,1,45,600
1681364513338,312036,457,385,270,20.6,30.45,627.27,112600065,600,650,193,499,399,1,1,176,600
1681364513338,312041,103,345,0,46.35,14.85,688.2975,11500049,650,700,193,492,384,1,1,40,650
1681364513338,312030,293,53,90,22.6,30.45,688.17,112200062,650,700,193,495,399,1,2,114,650
1681364513338,312041,322,207,0,46.35,14.85,688.2975,11500049,650,700,193,499,399,1,1,39,650
1681364513338,312025,56,284,90,24.3,27.9,677.97,112400023,650,700,193,499,399,1,1,21,650
1681364513338,39040,104,313,180,75.8,8.7,659.46,112200039,650,700,193,499,399,1,1,40,650
1681364513338,39040,376,359,180,75.8,8.7,659.46,112200039,650,700,193,499,399,1,1,40,650
1681364513338,312046,369,374,90,40.35,16.75,675.8625,111000054,650,700,193,499,399,1,1,142,650
1681364513338,312041,268,284,0,46.35,14.85,688.2975,11500049,650,700,193,499,399,1,1,39,650
1681364513338,312040,238,234,0,46.1,16.1,742.21,11400048,700,750,193,495,392,1,1,92,700
1681364513338,312011,115,58,180,37.775,19.7,744.1675,111100014,700,750,193,495,399,1,2,44,700
1681364513338,312056,203,116,90,39.35,18.55,729.9425,111800060,700,750,193,495,399,1,2,79,700
1681364513338,312011,194,358,180,37.775,19.7,744.1675,111100014,700,750,193,499,399,1,1,75,700
1681364513338,2412001,113,242,180,25.65,27.85,714.3525,11200040,700,750,193,499,399,1,1,43,700
1681364513338,2412001,221,6,180,25.65,27.85,714.3525,11200040,700,750,193,499,399,1,2,85,700
1681364513338,1812009,149,382,0,24.675,29.5,727.9125,112200050,700,750,193,499,399,1,1,57,700
1681364513338,312059,154,324,90,40.35,18.55,748.4925,112200063,700,750,193,499,399,1,1,59,700
1681364513338,179006,365,381,270,60.45,12.1,731.445,111300041,700,750,193,499,399,1,1,141,700
1681364513338,312042,351,43,270,39.35,20.25,796.8375,11600050,750,800,193,495,392,1,2,136,750
1681364513338,312024,441,83,90,43.85,18.2,798.07,111600058,750,800,193,499,399,1,2,170,750
1681364513338,61212001,222,321,270,27.9,27.65,771.435,11100023,750,800,193,499,399,1,1,85,750
1681364513338,312042,444,39,270,39.35,20.25,796.8375,11600050,750,800,193,499,399,1,2,135,750
1681364513338,1812007,415,13,0,53.45,14.65,783.0425,111900048,750,800,193,499,399,1,2,160,750
1681364513338,312042,246,95,270,39.35,20.25,796.8375,11600050,750,800,193,499,399,1,2,135,750
1681364513338,312027,154,367,90,42.85,18.2,779.87,111800059,750,800,193,499,399,1,1,57,750
1681364513338,312033,100,160,90,41.45,19.95,826.9275,112400063,800,850,193,495,384,1,2,38,800
1681364513338,129003,96,250,270,67.05,12.1,811.305,11300030,800,850,193,495,395,1,1,37,800
