time,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Part_Size,Reel_Name,Nozzle_Type1,Nozzle_Type2,Feeder_qty,Size_X,Size_Y,Machine No,Table,FeederNum,Nozzle_Using
1681364410914,31412000,159,273,0,6.865,24.1,165.4465,11200002,150,200,164,499,398,1,1,52,150
1681364410914,312061,282,87,270,39.7,11.25,446.625,112500065,400,450,164,499,399,1,2,92,450
1681364410914,2412003,13,85,180,42.525,11.6,493.29,11300041,450,500,164,499,394,1,2,4,450
1681364410914,312062,243,396,180,37.7,13,490.1,112600066,450,500,164,499,396,1,1,79,450
1681364410914,312062,256,109,180,37.7,13,490.1,112600066,450,500,164,499,399,1,2,84,450
1681364410914,312005,35,303,270,41.4,12.3,509.22,111000053,500,550,164,499,397,1,1,11,500
1681364410914,1212013,231,370,90,19.4,27.5,533.5,112600045,500,550,164,499,399,1,1,75,500
1681364410914,312008,365,54,90,45.05,12.3,554.115,111100054,550,600,164,499,393,1,2,119,550
1681364410914,312001,145,99,90,47.95,11.6,556.22,111000013,550,600,164,499,397,1,2,47,550
1681364410914,312039,424,179,90,41.35,14.3,591.305,11300047,550,600,164,499,397,1,2,139,550
1681364410914,312039,119,177,90,41.35,14.3,591.305,11300047,550,600,164,499,397,1,2,138,550
1681364410914,312034,393,83,0,20.75,27.65,573.7375,11200006,550,600,164,499,397,1,2,129,550
1681364410914,312035,493,149,270,19.6,30.45,596.82,112500064,550,600,164,499,398,1,2,162,550
1681364410914,312001,84,15,90,47.95,11.6,556.22,111000013,550,600,164,499,399,1,2,46,550
1681364410914,312066,69,390,90,38.35,15.1,579.085,11300048,550,600,164,499,399,1,1,22,550
1681364410914,312000,389,120,90,48.95,11.6,567.82,11900012,550,600,164,499,399,1,2,127,550
1681364410914,312000,81,237,90,48.95,11.6,567.82,11900012,550,600,164,499,399,1,1,26,550
1681364410914,2112000,178,28,0,43.096,13.631,587.441576,111800053,550,600,164,499,399,1,2,58,550
1681364410914,312067,272,232,90,39.35,15.1,594.185,11400049,550,600,164,499,399,1,1,89,550
1681364410914,312000,104,197,90,48.95,11.6,567.82,11900012,550,600,164,499,399,1,2,126,550
1681364410914,312036,435,289,270,20.6,30.45,627.27,112600065,600,650,164,499,394,1,1,142,600
1681364410914,39030,382,120,180,72,8.7,626.4,111600035,600,650,164,499,397,1,2,125,600
1681364410914,1212012,30,26,180,22.85,27.65,631.8025,112500044,600,650,164,499,397,1,2,9,600
1681364410914,312036,253,122,270,20.6,30.45,627.27,112600065,600,650,164,499,397,1,2,83,600
1681364410914,39030,49,298,180,72,8.7,626.4,111600035,600,650,164,499,397,1,1,16,600
1681364410914,39030,99,377,180,72,8.7,626.4,111600035,600,650,164,499,397,1,1,15,600
1681364410914,1212012,456,27,180,22.85,27.65,631.8025,112500044,600,650,164,499,398,1,2,8,600
1681364410914,189029,339,244,90,60.95,10.25,624.7375,112200055,600,650,164,499,398,1,1,111,600
1681364410914,312031,276,312,90,21.6,27.9,602.64,112600025,600,650,164,499,399,1,1,90,600
1681364410914,189028,329,116,180,64.15,9.85,631.8775,112100054,600,650,164,499,399,1,2,108,600
1681364410914,39040,59,297,180,75.8,8.7,659.46,112200039,650,700,164,499,396,1,1,19,650
1681364410914,39040,270,378,180,75.8,8.7,659.46,112200039,650,700,164,499,397,1,1,18,650
1681364410914,312046,9,254,90,40.35,16.75,675.8625,111000054,650,700,164,499,397,1,1,2,650
1681364410914,39040,157,24,180,75.8,8.7,659.46,112200039,650,700,164,499,397,1,2,51,650
1681364410914,39040,56,106,180,75.8,8.7,659.46,112200039,650,700,164,499,397,1,2,50,650
1681364410914,312030,16,204,90,22.6,30.45,688.17,112200062,650,700,164,499,397,1,1,5,650
1681364410914,312044,487,259,270,41.35,16.4,678.14,11800052,650,700,164,499,398,1,1,160,650
1681364410914,312030,458,358,90,22.6,30.45,688.17,112200062,650,700,164,499,398,1,1,4,650
1681364410914,312044,7,70,270,41.35,16.4,678.14,11800052,650,700,164,499,399,1,2,2,650
1681364410914,312041,117,289,0,46.35,14.85,688.2975,11500049,650,700,164,499,399,1,1,38,650
1681364410914,39040,497,69,180,75.8,8.7,659.46,112200039,650,700,164,499,399,1,2,50,650
1681364410914,312041,48,259,0,46.35,14.85,688.2975,11500049,650,700,164,499,399,1,1,37,650
1681364410914,312056,136,51,90,39.35,18.55,729.9425,111800060,700,750,164,499,397,1,2,44,700
1681364410914,312040,322,147,0,46.1,16.1,742.21,11400048,700,750,164,499,397,1,2,105,700
1681364410914,312011,315,91,180,37.775,19.7,744.1675,111100014,700,750,164,499,398,1,2,103,700
1681364410914,312040,437,212,0,46.1,16.1,742.21,11400048,700,750,164,499,398,1,1,143,700
1681364410914,179006,107,366,270,60.45,12.1,731.445,111300041,700,750,164,499,399,1,1,35,700
1681364410914,312040,230,214,0,46.1,16.1,742.21,11400048,700,750,164,499,399,1,1,142,700
1681364410914,312059,318,234,90,40.35,18.55,748.4925,112200063,700,750,164,499,399,1,1,104,700
1681364410914,312040,277,383,0,46.1,16.1,742.21,11400048,700,750,164,499,399,1,1,142,700
1681364410914,312081,335,246,180,29.9,26.7,798.33,11600010,750,800,164,499,377,1,1,110,750
1681364410914,2112002,156,320,90,39.58,19.275,762.9045,112100055,750,800,164,499,394,1,1,51,750
1681364410914,1812007,244,365,0,53.45,14.65,783.0425,111900048,750,800,164,499,397,1,1,80,750
1681364410914,2112002,100,257,90,39.58,19.275,762.9045,112100055,750,800,164,499,399,1,1,50,750
1681364410914,1812007,450,380,0,53.45,14.65,783.0425,111900048,750,800,164,499,399,1,1,79,750
1681364410914,312045,205,343,270,38.35,20.25,776.5875,11900053,750,800,164,499,399,1,1,67,750
1681364410914,61212001,303,190,270,27.9,27.65,771.435,11100023,750,800,164,499,399,1,2,99,750
1681364410914,312027,483,175,90,42.85,18.2,779.87,111800059,750,800,164,499,399,1,2,158,750
1681364410914,312045,319,113,270,38.35,20.25,776.5875,11900053,750,800,164,499,399,1,2,104,750
1681364410914,312024,277,80,90,43.85,18.2,798.07,111600058,750,800,164,499,399,1,2,91,750
1681364410914,312033,206,125,90,41.45,19.95,826.9275,112400063,800,850,164,499,394,1,2,67,800
1681364410914,313061,319,204,180,25.25,31.9,805.475,111600019,800,850,164,499,396,1,1,104,800
1681364410914,312022,21,153,90,42.45,20,849,111400057,800,850,164,499,399,1,2,6,800
