6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,195,16
2,2,181,16
3,2,158,16
4,2,166,16
5,2,161,16
6,2,198,16
1181
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,L9003,281,363,270,67.05,12.1,AAC00030,800,850,0,0,0,499,399
2,IC12000,461,117,90,44.15,18.2,AAB00025,800,850,0,0,0,499,399
3,L7053,432,237,90,30,145.575,AAN00039,4350,4400,0,0,0,499,399
4,R1041,497,391,0,44,71.95,AAZ00051,3150,3200,0,0,0,499,399
5,C12085,309,314,90,33.85,27.55,AAG00011,900,950,0,0,0,499,399
6,D13001,198,338,180,36,36.75,AAS00038,1300,1350,0,0,0,499,399
7,C11032,61,251,180,80,73.45,AAC00005,5850,5900,0,0,0,499,399
8,C1007,81,322,180,58.1,56.65,AAL00012,3250,3300,0,0,0,499,399
9,C7026,401,78,90,35.35,122.025,AAU00034,4300,4350,0,0,0,499,399
10,TU16004,144,225,270,36.4,26.7,AAP00052,950,1000,0,0,0,499,399
11,C2023,257,396,0,80.425,110.325,AAH00014,8850,8900,0,0,0,499,399
12,C12080,252,225,90,30.75,26.45,AAE00009,800,850,0,0,0,499,399
13,R13091,171,305,270,66.15,39.45,AAZ00055,2600,2650,0,0,0,499,399
14,C4019,113,316,270,53.075,99.2,AAB00017,5250,5300,0,0,0,499,399
15,R1097,72,386,180,85.6,55.85,AAC00034,4750,4800,0,0,0,499,399
16,U13003,54,113,90,73.005,33.825,AAA00039,2450,2500,0,0,0,499,399
17,C7035,40,374,90,44.3,129.575,AAD00021,5700,5750,0,0,0,499,399
18,C4027,238,68,180,52.4,95.2,AAJ00025,4950,5000,0,0,0,499,399
19,C13058,38,160,90,50.25,42.175,AAM00017,2100,2150,0,0,0,499,399
20,C13043,293,48,0,51.8,44.2,AAI00013,2250,2300,0,0,0,499,399
21,C1076,69,231,0,57.125,78.4,AAI00010,4450,4500,0,0,0,499,399
22,C12060,367,192,90,39.35,22.05,AAX00064,850,900,0,0,0,499,399
23,C3076,260,46,90,53.75,121.25,AAB00012,6500,6550,0,0,0,499,399
24,C12020,1,22,90,50.35,21.35,AAU00021,1050,1100,0,0,0,499,399
25,U13003,365,358,90,73.005,33.825,AAA00039,2450,2500,0,0,0,499,399
26,ZD1001,357,7,0,44,73.2,AAF00044,3200,3250,0,0,0,499,399
27,C1088,164,278,0,29.4,63,AAJ00051,1850,1900,0,0,0,499,399
28,Q9002,267,84,90,74.95,125.1,AAK00039,9350,9400,0,0,0,499,399
29,TH15000,226,16,180,89.4,88.3,AAI00046,7850,7900,0,0,0,499,399
30,C3000,400,172,270,64.7,108.95,AAI00016,7000,7050,0,0,0,499,399
31,R1009,495,302,90,70.55,75.3,AAE00034,5300,5350,0,0,0,499,399
32,C3067,325,36,90,59.1,121.25,AAR00025,7150,7200,0,0,0,499,399
33,FL12001,151,163,270,27.9,27.65,AAA00023,750,800,0,0,0,499,399
34,C3007,348,235,270,62.7,121.25,AAR00023,7600,7650,0,0,0,499,399
35,C10049,307,31,180,13.475,103.6,AAC00043,1350,1400,0,0,0,499,399
36,C3132,147,297,90,60.9,122.95,AAK00023,7450,7500,0,0,0,499,399
37,C7041,252,144,270,43.5,140.55,AAI00026,6100,6150,0,0,0,499,399
38,C8027,130,104,90,43.5,114.65,AAG00026,4950,5000,0,0,0,499,399
39,C7024,93,242,0,35.65,124.3,AAS00033,4400,4450,0,0,0,499,399
40,C9002,202,114,270,69.75,140.2,AAC00023,9750,9800,0,0,0,499,399
41,R1096,83,288,0,49.3,85.9,AAB00033,4200,4250,0,0,0,499,399
42,C3160,30,5,180,55.1,111.45,AAK00024,6100,6150,0,0,0,499,399
43,R9023,220,33,180,72.35,106.925,AAP00051,7700,7750,0,0,0,499,399
44,Q1016,311,166,90,31,97.3,AAR00043,3000,3050,0,0,0,499,399
45,C13070,179,252,180,73.5,40.15,AAX00024,2950,3000,0,0,0,499,399
46,C2005,371,367,180,84.65,123.5,AAY00026,10450,10500,0,0,0,499,399
47,C3152,372,63,180,65,116.725,AAI00022,7550,7600,0,0,0,499,399
48,C11063,274,119,180,89.1,65.85,AAE00008,5850,5900,0,0,0,499,399
49,FL8001,390,293,0,40.75,113.5,AAP00037,4600,4650,0,0,0,499,399
50,FL12000,109,186,180,32.525,28.5,AAZ00043,900,950,0,0,0,499,399
51,C14018,422,358,180,19.8,123.7,AAP00020,2400,2450,0,0,0,499,399
52,C10032,21,212,0,42.05,83.65,AAK00050,3500,3550,0,0,0,499,399
53,C11060,243,222,180,87.8,67.05,AAB00005,5850,5900,0,0,0,499,399
54,R1062,293,341,180,52.65,77.4,AAD00034,4050,4100,0,0,0,499,399
55,C11078,234,352,180,14.6,116.75,AAZ00064,1700,1750,0,0,0,499,399
56,Q9005,386,360,0,64.15,12.4,AAL00040,750,800,0,0,0,499,399
57,R1105,159,177,90,66.575,82.55,AAE00036,5450,5500,0,0,0,499,399
58,C14019,119,264,180,19.8,124.7,AAR00021,2450,2500,0,0,0,499,399
59,C8025,74,247,90,43.8,111.5,AAE00024,4850,4900,0,0,0,499,399
60,C3135,307,112,90,55.55,112.75,AAN00026,6250,6300,0,0,0,499,399
61,Q1022,399,89,180,57.55,90.35,AAY00048,5150,5200,0,0,0,499,399
62,IC9006,162,311,180,76,12.65,AAM00036,950,1000,0,0,0,499,399
63,C13057,242,127,180,60.7,28.85,AAL00016,1750,1800,0,0,0,499,399
64,C7017,120,103,0,40.75,127.1,AAL00028,5150,5200,0,0,0,499,399
65,C3168,32,63,90,51.75,112.75,AAV00032,5800,5850,0,0,0,499,399
66,C8017,315,32,90,40.2,116.55,AAY00039,4650,4700,0,0,0,499,399
67,U12002,63,3,90,39.58,19.275,AAU00055,750,800,0,0,0,499,399
68,C1027,435,360,180,64.1,89.55,AAB00003,5700,5750,0,0,0,499,399
69,C3089,398,243,90,60.95,124.65,AAP00025,7550,7600,0,0,0,499,399
70,C1090,499,357,180,83.625,65.275,AAL00053,5450,5500,0,0,0,499,399
71,C3134,223,349,90,57.3,112.7,AAM00025,6450,6500,0,0,0,499,399
72,Q9008,395,315,0,75.2,94.9,AAP00043,7100,7150,0,0,0,499,399
73,C13061,25,58,180,25.25,31.9,AAP00019,800,850,0,0,0,499,399
74,L8017,213,116,90,41.3,115.05,AAN00040,4750,4800,0,0,0,499,399
75,C3026,264,32,270,57.3,119.45,AAJ00018,6800,6850,0,0,0,499,399
76,FL8006,162,70,0,40.9,111.25,AAX00042,4550,4600,0,0,0,499,399
77,L7000,410,207,180,36.3,139.6,AAK00035,5050,5100,0,0,0,499,399
78,C3130,4,195,270,55.55,116.15,AAI00021,6450,6500,0,0,0,499,399
79,C4009,223,370,180,54.55,100.7,AAN00028,5450,5500,0,0,0,499,399
80,C3009,296,211,90,63.6,114.45,AAU00025,7250,7300,0,0,0,499,399
81,C8022,142,194,90,35.75,118.05,AAD00023,4200,4250,0,0,0,499,399
82,C7044,93,317,0,37.8,126.35,AAK00028,4750,4800,0,0,0,499,399
83,C7024,44,110,0,35.65,124.3,AAS00033,4400,4450,0,0,0,499,399
84,C11035,337,233,0,57.25,82.75,AAL00054,4700,4750,0,0,0,499,399
85,R13030,158,279,90,62.95,24.6,AAN00046,1500,1550,0,0,0,499,399
86,TH15000,123,137,180,89.4,88.3,AAI00046,7850,7900,0,0,0,499,399
87,C8037,418,190,270,46.7,122.5,AAN00033,5700,5750,0,0,0,499,399
88,C7036,365,71,0,44.059,128.641,AAE00022,5650,5700,0,0,0,499,399
89,C7044,188,176,0,37.8,126.35,AAK00028,4750,4800,0,0,0,499,399
90,C10023,2,138,180,26.15,138.5,AAD00043,3600,3650,0,0,0,499,399
91,Q1025,155,183,90,63.15,148.4,AAB00030,9350,9400,0,0,0,499,399
92,R9016,465,58,270,76.85,120.45,AAK00047,9250,9300,0,0,0,499,399
93,C3142,82,137,0,49.3,124.85,AAY00033,6150,6200,0,0,0,499,399
94,C1054,400,95,0,47.55,76.75,AAZ00062,3600,3650,0,0,0,499,399
95,C11028,68,59,270,51.95,86.8,AAJ00052,4500,4550,0,0,0,499,399
96,R5028,301,276,0,68.85,117.25,AAX00055,8050,8100,0,0,0,499,399
