6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,184,16
2,2,160,16
3,2,190,16
4,2,184,16
5,2,195,16
6,2,179,16
1241
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,C3002,408,106,0,61,105.15,AAK00018,6400,6450,0,0,0,501,399
2,C14013,133,189,0,20.25,146.75,AAL00017,2950,3000,0,0,0,501,399
3,Q1013,266,239,180,76.3,139.8,AAM00040,10650,10700,0,0,0,501,399
4,C12039,83,129,90,41.35,14.3,AAC00047,550,600,0,0,0,501,399
5,C11048,43,15,90,27.45,97.75,AAN00016,2650,2700,0,0,0,501,399
6,C1071,354,150,90,61.15,68.95,AAE00006,4200,4250,0,0,0,501,399
7,C7053,369,315,180,43.275,144.75,AAU00035,6250,6300,0,0,0,501,399
8,C11042,9,1,180,89.1,72.25,AAI00011,6400,6450,0,0,0,501,399
9,C13057,72,199,180,60.7,28.85,AAL00016,1750,1800,0,0,0,501,399
10,C14000,274,170,0,19.8,137.1,AAY00025,2700,2750,0,0,0,501,399
11,C3026,247,55,270,57.3,119.45,AAJ00018,6800,6850,0,0,0,501,399
12,C11028,471,212,270,51.95,86.8,AAJ00052,4500,4550,0,0,0,501,399
13,R13068,453,373,270,61.65,41.25,AAL00045,2500,2550,0,0,0,501,399
14,R15042,63,250,0,23.75,68.45,AAI00044,1600,1650,0,0,0,501,399
15,C3034,110,296,270,56.4,122.95,AAR00024,6900,6950,0,0,0,501,399
16,C3000,16,238,270,64.7,108.95,AAI00016,7000,7050,0,0,0,501,399
17,IC7001,370,387,90,40.15,141.95,AAH00031,5650,5700,0,0,0,501,399
18,C1015,281,242,270,65.625,58.275,AAV00019,3800,3850,0,0,0,501,399
19,C3118,425,318,270,56.35,112.75,AAY00032,6350,6400,0,0,0,501,399
20,C12045,57,49,270,38.35,20.25,AAI00053,750,800,0,0,0,501,399
21,C3010,12,394,270,67.7,124.55,AAV00026,8400,8450,0,0,0,501,399
22,C3024,250,269,90,53.75,119.55,AAH00016,6400,6450,0,0,0,501,399
23,IC12000,394,59,90,44.15,18.2,AAB00025,800,850,0,0,0,501,399
24,C8045,63,321,180,34.325,112.85,AAZ00041,3850,3900,0,0,0,501,399
25,C3002,145,244,0,61,105.15,AAK00018,6400,6450,0,0,0,501,399
26,C3116,308,319,90,56.35,111.1,AAV00030,6250,6300,0,0,0,501,399
27,C1058,432,44,270,39.05,78.3,AAA00042,3050,3100,0,0,0,501,399
28,C9035,470,323,0,72.25,14.4,AAS00037,1000,1050,0,0,0,501,399
29,L14003,299,372,90,21.8,142.55,AAD00028,3100,3150,0,0,0,501,399
30,R13059,84,37,90,65.65,41.25,AAH00041,2700,2750,0,0,0,501,399
31,R9043,336,316,90,61.45,101,AAY00057,6200,6250,0,0,0,501,399
32,R10069,382,41,90,55.1,146.3,AAB00031,8050,8100,0,0,0,501,399
33,C11060,304,288,180,87.8,67.05,AAB00005,5850,5900,0,0,0,501,399
34,C9008,4,99,0,71.3,98.15,AAH00028,6950,7000,0,0,0,501,399
35,C3003,329,245,270,56.45,126.35,AAL00019,7100,7150,0,0,0,501,399
36,C12076,38,108,90,45.6,21.55,AAE00050,950,1000,0,0,0,501,399
37,C13004,428,94,90,65.95,38.7,AAJ00055,2550,2600,0,0,0,501,399
38,C1007,1,101,180,58.1,56.65,AAL00012,3250,3300,0,0,0,501,399
39,C3015,37,35,90,67.7,120,AAB00010,8100,8150,0,0,0,501,399
40,R13073,359,361,0,74.85,22.2,AAP00048,1650,1700,0,0,0,501,399
41,C11047,327,247,270,23.6,95.35,AAM00015,2250,2300,0,0,0,501,399
42,C1007,388,182,180,58.1,56.65,AAL00012,3250,3300,0,0,0,501,399
43,IC13000,315,211,90,67.95,32.25,AAC00026,2150,2200,0,0,0,501,399
44,C12001,264,3,90,47.95,11.6,AAJ00013,550,600,0,0,0,501,399
45,C10025,98,341,270,21.4,138.15,AAF00045,2950,3000,0,0,0,501,399
46,C3037,229,113,90,61.8,121.25,AAV00027,7450,7500,0,0,0,501,399
47,R1058,146,208,90,84.2,56.225,AAC00033,4700,4750,0,0,0,501,399
