6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,172,16
2,2,189,16
3,2,164,16
4,2,199,16
5,2,150,16
6,2,163,16
1179
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,C3153,186,318,270,59.125,122.95,AAJ00023,7250,7300,0,0,0,499,399
2,C1082,360,395,0,57.1,79.95,AAN00015,4550,4600,0,0,0,499,399
3,C10011,317,348,270,31,144.8,AAV00057,4450,4500,0,0,0,499,399
4,C7068,305,206,180,38.575,137.45,AAD00022,5300,5350,0,0,0,499,399
5,C4014,12,134,180,54.5,141.85,AAV00033,7700,7750,0,0,0,499,399
6,C7000,497,336,270,26.2,142.3,AAX00035,3700,3750,0,0,0,499,399
7,C10037,415,36,90,40.3,83.25,AAN00053,3350,3400,0,0,0,499,399
8,C14007,422,17,180,20.35,156.85,AAF00011,3150,3200,0,0,0,499,399
9,C9035,375,380,0,72.25,14.4,AAS00037,1000,1050,0,0,0,499,399
10,IC7000,297,17,0,30.675,128.075,AAG00030,3900,3950,0,0,0,499,399
11,C8040,307,196,270,45.7,122.4,AAS00036,5550,5600,0,0,0,499,399
12,C14004,108,180,270,19.95,150.4,AAC00008,3000,3050,0,0,0,499,399
13,C10019,49,27,270,20.4,138.15,AAA00040,2800,2850,0,0,0,499,399
14,C2041,122,136,180,83.3,116.15,AAU00024,9650,9700,0,0,0,499,399
15,C3173,55,64,90,67.175,112.45,AAB00016,7550,7600,0,0,0,499,399
16,C9022,482,170,0,75.45,110.775,AAK00031,8350,8400,0,0,0,499,399
17,C3008,480,390,0,61,108.15,AAS00024,6550,6600,0,0,0,499,399
18,IC7002,460,206,90,35.825,146.4,AAI00032,5200,5250,0,0,0,499,399
19,R13099,271,210,270,63.15,39.45,AAH00042,2450,2500,0,0,0,499,399
20,C11020,91,387,180,78.7,69.05,AAS00018,5400,5450,0,0,0,499,399
21,U12000,289,17,0,43.096,13.631,AAR00053,550,600,0,0,0,499,399
22,C1046,171,398,90,80.4,56.225,AAD00005,4500,4550,0,0,0,499,399
23,C10051,482,322,0,31.1,118.45,AAE00045,3650,3700,0,0,0,499,399
24,R15039,107,359,180,89.4,87.3,AAF00041,7800,7850,0,0,0,499,399
25,R13093,246,235,90,69.95,24.6,AAB00036,1700,1750,0,0,0,499,399
26,C10047,361,294,90,43.3,116.05,AAA00041,5000,5050,0,0,0,499,399
27,L12011,402,314,180,51.95,24.3,AAX00043,1250,1300,0,0,0,499,399
28,C11058,4,253,180,87.8,67.85,AAZ00024,5950,6000,0,0,0,499,399
29,C12045,171,277,270,38.35,20.25,AAI00053,750,800,0,0,0,499,399
30,C11003,459,270,0,39.125,64.275,AAZ00063,2500,2550,0,0,0,499,399
31,C13043,179,366,0,51.8,44.2,AAI00013,2250,2300,0,0,0,499,399
32,C3162,410,265,270,53.75,111.1,AAM00026,5950,6000,0,0,0,499,399
33,C3001,160,307,0,60.925,134.725,AAJ00017,8200,8250,0,0,0,499,399
34,Q1030,142,399,90,68.6,86.15,AAD00032,5900,5950,0,0,0,499,399
35,C12014,283,298,270,43.45,24.8,AAM00016,1050,1100,0,0,0,499,399
36,C11006,198,172,270,41.9,45.2,AAC00045,1850,1900,0,0,0,499,399
37,R7000,382,327,90,27.65,142.3,AAY00056,3900,3950,0,0,0,499,399
38,C3021,437,150,270,54.65,114.45,AAG00015,6250,6300,0,0,0,499,399
39,C8008,256,229,0,30.875,117.625,AAL00030,3600,3650,0,0,0,499,399
40,C3166,382,399,90,55.55,126.35,AAS00030,7000,7050,0,0,0,499,399
41,C2006,25,18,90,85.5,119.75,AAZ00027,10200,10250,0,0,0,499,399
42,C12049,480,342,0,43.55,21.75,AAM00057,900,950,0,0,0,499,399
43,C11003,339,268,0,39.125,64.275,AAZ00063,2500,2550,0,0,0,499,399
44,C12036,226,161,270,20.6,30.45,AAZ00065,600,650,0,0,0,499,399
45,R5018,358,209,270,67.4,116.85,AAU00053,7850,7900,0,0,0,499,399
