time,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Part_Size,Reel_Name,Nozzle_Type1,Nozzle_Type2,Feeder_qty,Size_X,Size_Y,Machine No,Table,FeederNum,Nozzle_Using
1681364173158,31412000,237,96,0,6.865,24.1,165.4465,11200002,150,200,177,499,399,1,2,84,150
1681364173158,31413000,189,393,270,7.094,41.865,296.99031,11900030,250,300,177,486,396,1,1,68,250
1681364173158,31413000,371,134,270,7.094,41.865,296.99031,11900030,250,300,177,499,399,1,2,131,250
1681364173158,31413000,424,51,270,7.094,41.865,296.99031,11900030,250,300,177,499,399,1,2,130,250
1681364173158,312062,191,79,180,37.7,13,490.1,112600066,450,500,177,499,399,1,2,67,450
1681364173158,312062,1,376,180,37.7,13,490.1,112600066,450,500,177,499,399,1,1,1,450
1681364173158,312005,236,116,270,41.4,12.3,509.22,111000053,500,550,177,493,399,1,2,84,500
1681364173158,312005,38,387,270,41.4,12.3,509.22,111000053,500,550,177,499,399,1,1,13,500
1681364173158,312005,333,186,270,41.4,12.3,509.22,111000053,500,550,177,499,399,1,2,84,500
1681364173158,312067,38,240,90,39.35,15.1,594.185,11400049,550,600,177,497,399,1,1,13,550
1681364173158,312039,152,30,90,41.35,14.3,591.305,11300047,550,600,177,499,399,1,2,53,550
1681364173158,2112000,330,384,0,43.096,13.631,587.441576,111800053,550,600,177,499,399,1,1,117,550
1681364173158,312039,221,94,90,41.35,14.3,591.305,11300047,550,600,177,499,399,1,2,52,550
1681364173158,312039,426,238,90,41.35,14.3,591.305,11300047,550,600,177,499,399,1,1,151,550
1681364173158,2112000,438,289,0,43.096,13.631,587.441576,111800053,550,600,177,499,399,1,1,116,550
1681364173158,312000,235,88,90,48.95,11.6,567.82,11900012,550,600,177,499,399,1,2,83,550
1681364173158,312067,360,285,90,39.35,15.1,594.185,11400049,550,600,177,499,399,1,1,13,550
1681364173158,312067,290,19,90,39.35,15.1,594.185,11400049,550,600,177,499,399,1,2,102,550
1681364173158,189028,242,263,180,64.15,9.85,631.8775,112100054,600,650,177,497,399,1,1,86,600
1681364173158,39039,87,393,90,78.05,8.3,647.815,112100038,600,650,177,497,399,1,1,30,600
1681364173158,312031,64,283,90,21.6,27.9,602.64,112600025,600,650,177,497,399,1,1,22,600
1681364173158,312036,99,256,270,20.6,30.45,627.27,112600065,600,650,177,497,399,1,1,35,600
