6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,156,16
2,2,174,16
3,2,192,16
4,2,164,16
5,2,157,16
6,2,164,16
1179
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,C10043,107,228,90,38.35,85.65,AAV00058,3250,3300,0,0,0,499,399
2,C9083,375,198,180,71.5,104.7,AAA00022,7450,7500,0,0,0,499,399
3,CN1000,418,139,180,83.7,129.4,AAH00029,10800,10850,0,0,0,499,399
4,C3025,491,324,270,58.2,119.55,AAI00017,6950,7000,0,0,0,499,399
5,C3137,287,178,0,49.3,123.95,AAR00028,6100,6150,0,0,0,499,399
6,C12054,297,11,0,47.45,19.15,AAN00058,900,950,0,0,0,499,399
7,L14006,432,274,270,20.2,127.85,AAG00031,2550,2600,0,0,0,499,399
8,C12061,430,71,270,39.7,11.25,AAY00065,400,450,0,0,0,499,399
9,C4001,472,14,270,59.2,142.725,AAF00020,8400,8450,0,0,0,499,399
10,L7016,307,31,270,39.975,125.4,AAV00043,5000,5050,0,0,0,499,399
11,C14015,429,204,270,20.2,130.25,AAN00019,2600,2650,0,0,0,499,399
12,R13094,196,169,0,75.15,34.9,AAC00037,2600,2650,0,0,0,499,399
13,R14020,214,99,90,54.05,151.3,AAD00039,8150,8200,0,0,0,499,399
14,R1088,367,74,270,66.15,89.95,AAU00048,5950,6000,0,0,0,499,399
15,C8039,79,399,0,36.925,122.675,AAR00035,4500,4550,0,0,0,499,399
16,C11021,487,223,180,78.65,70.65,AAU00019,5550,5600,0,0,0,499,399
17,C14011,276,274,0,20.1,144.85,AAJ00015,2900,2950,0,0,0,499,399
18,C7065,148,226,270,42.725,135.4,AAB00020,5750,5800,0,0,0,499,399
19,C7055,224,141,270,41.25,146.7,AAX00037,6050,6100,0,0,0,499,399
20,C9081,444,322,90,75.4,92,AAY00041,6900,6950,0,0,0,499,399
21,C3126,75,89,90,64.5,119.55,AAE00017,7700,7750,0,0,0,499,399
22,C3166,461,50,90,55.55,126.35,AAS00030,7000,7050,0,0,0,499,399
23,C1026,31,73,90,66.25,148.35,AAA00002,9800,9850,0,0,0,499,399
24,R2015,264,67,180,81.1,103.3,AAK00046,8350,8400,0,0,0,499,399
25,FL8003,104,53,90,33.775,117.575,AAS00039,3950,4000,0,0,0,499,399
26,C3014,428,281,90,70.7,120,AAA00009,8450,8500,0,0,0,499,399
27,D1003,277,388,90,59.2,52.6,AAP00036,3100,3150,0,0,0,499,399
28,C7054,137,26,0,39.675,136.825,AAV00036,5400,5450,0,0,0,499,399
29,C11077,214,225,180,14.6,112.05,AAY00063,1600,1650,0,0,0,499,399
30,C11063,363,377,180,89.1,65.85,AAE00008,5850,5900,0,0,0,499,399
31,C9000,179,215,270,71.55,140.2,AAB00022,10000,10050,0,0,0,499,399
32,C12027,156,234,90,42.85,18.2,AAR00059,750,800,0,0,0,499,399
33,C10041,204,94,180,21.25,128.65,AAS00056,2700,2750,0,0,0,499,399
34,C7032,66,365,0,36.25,141.1,AAA00018,5100,5150,0,0,0,499,399
35,IC9006,9,10,180,76,12.65,AAM00036,950,1000,0,0,0,499,399
36,C8039,170,35,0,36.925,122.675,AAR00035,4500,4550,0,0,0,499,399
37,R1021,448,237,270,63.5,51.1,AAK00040,3200,3250,0,0,0,499,399
38,U13001,109,134,90,62.895,30.675,AAY00058,1900,1950,0,0,0,499,399
39,C2058,492,350,270,83.55,109.75,AAF00013,9150,9200,0,0,0,499,399
40,L7051,438,198,90,33.05,129.475,AAL00037,4250,4300,0,0,0,499,399
41,C3093,179,134,90,57.95,136.45,AAV00029,7900,7950,0,0,0,499,399
42,Q9005,476,69,0,64.15,12.4,AAL00040,750,800,0,0,0,499,399
43,L7013,170,358,270,41,125.4,AAU00042,5100,5150,0,0,0,499,399
44,CN1000,269,179,180,83.7,129.4,AAH00029,10800,10850,0,0,0,499,399
45,C11048,151,169,90,27.45,97.75,AAN00016,2650,2700,0,0,0,499,399
46,C11021,51,103,180,78.65,70.65,AAU00019,5550,5600,0,0,0,499,399
47,D1003,437,35,90,59.2,52.6,AAP00036,3100,3150,0,0,0,499,399
48,C7002,255,331,90,33.025,126.675,AAZ00037,4150,4200,0,0,0,499,399
49,C3052,211,57,90,61.8,117.85,AAG00016,7250,7300,0,0,0,499,399
50,R13016,303,132,90,53.85,39.175,AAG00039,2100,2150,0,0,0,499,399
51,R13070,401,213,0,76.95,29.4,AAM00046,2250,2300,0,0,0,499,399
52,L8007,157,309,0,36.95,120.475,AAG00033,4450,4500,0,0,0,499,399
53,C10008,69,26,90,33.7,86.8,AAR00054,2900,2950,0,0,0,499,399
54,C3034,445,1,270,56.4,122.95,AAR00024,6900,6950,0,0,0,499,399
55,C2035,444,144,270,84.65,107.1,AAM00019,9050,9100,0,0,0,499,399
56,C1088,90,365,0,29.4,63,AAJ00051,1850,1900,0,0,0,499,399
57,Q1027,388,352,0,69.1,82.6,AAC00031,5700,5750,0,0,0,499,399
58,C8009,60,1,0,33.525,116.1,AAM00031,3850,3900,0,0,0,499,399
59,IC1001,43,339,90,64.55,54.4,AAY00043,3500,3550,0,0,0,499,399
60,C1077,443,212,0,58.2,85.175,AAJ00011,4950,5000,0,0,0,499,399
61,L7057,212,293,90,33.4,136.9,AAU00043,4550,4600,0,0,0,499,399
62,C1092,417,294,180,84.375,59.225,AAN00055,4950,5000,0,0,0,499,399
63,R1024,365,395,270,61.3,51.1,AAL00041,3100,3150,0,0,0,499,399
64,C3035,239,386,270,58.2,117.85,AAS00025,6850,6900,0,0,0,499,399
65,C12026,94,393,180,53.45,17.65,AAY00024,900,950,0,0,0,499,399
66,CN13000,143,248,270,7.094,41.865,AAI00030,250,300,0,0,0,499,399
