6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,187,16
2,2,188,16
3,2,197,16
4,2,186,16
5,2,160,16
6,2,180,16
1239
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,Q1010,276,7,90,45.6,69.55,AAL00039,3150,3200,0,0,0,499,399
2,C7039,245,362,90,42.25,146.7,AAG00024,6150,6200,0,0,0,499,399
3,C8026,66,86,180,43.75,115.7,AAF00025,5050,5100,0,0,0,499,399
4,C11085,265,396,270,21.725,97.325,AAE00048,2100,2150,0,0,0,499,399
5,Q1016,288,89,90,31,97.3,AAR00043,3000,3050,0,0,0,499,399
6,C3009,176,82,90,63.6,114.45,AAU00025,7250,7300,0,0,0,499,399
7,C3082,270,351,0,52.45,119.1,AAH00018,6200,6250,0,0,0,499,399
8,C1079,4,365,270,60.45,85.7,AAL00013,5150,5200,0,0,0,499,399
9,L7000,284,112,180,36.3,139.6,AAK00035,5050,5100,0,0,0,499,399
10,C1071,49,103,90,61.15,68.95,AAE00006,4200,4250,0,0,0,499,399
11,Q1030,61,156,90,68.6,86.15,AAD00032,5900,5950,0,0,0,499,399
12,C4008,135,19,180,60.55,138.85,AAM00027,8400,8450,0,0,0,499,399
13,L7024,2,75,270,34.75,124.55,AAA00026,4300,4350,0,0,0,499,399
14,R5028,329,300,0,68.85,117.25,AAX00055,8050,8100,0,0,0,499,399
15,FL7010,333,171,0,33.375,124,AAM00035,4100,4150,0,0,0,499,399
16,L7010,488,64,270,31.9,143.025,AAR00040,4550,4600,0,0,0,499,399
17,C12076,159,146,90,45.6,21.55,AAE00050,950,1000,0,0,0,499,399
18,IC1001,211,313,270,54.55,82.375,AAA00024,4450,4500,0,0,0,499,399
19,C13063,81,218,180,22.7,36.8,AAS00021,800,850,0,0,0,499,399
20,Q9002,286,368,90,74.95,125.1,AAK00039,9350,9400,0,0,0,499,399
21,C12008,420,14,90,45.05,12.3,AAK00054,550,600,0,0,0,499,399
22,Q1006,199,164,270,73.5,145.6,AAH00035,10700,10750,0,0,0,499,399
23,C3012,166,123,270,70.7,124.55,AAY00028,8800,8850,0,0,0,499,399
24,C1014,145,140,90,62.5,51.1,AAU00018,3150,3200,0,0,0,499,399
25,C14020,310,352,180,19.8,125.7,AAS00022,2450,2500,0,0,0,499,399
26,FL12001,219,136,270,27.9,27.65,AAA00023,750,800,0,0,0,499,399
27,C14010,268,237,180,28.675,106.85,AAI00014,3050,3100,0,0,0,499,399
28,C1016,497,312,180,83.985,53,AAN00054,4450,4500,0,0,0,499,399
29,Q1013,16,280,180,76.3,139.8,AAM00040,10650,10700,0,0,0,499,399
30,FL8004,57,44,90,43.8,113.05,AAU00040,4950,5000,0,0,0,499,399
