6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,179,16
2,2,163,16
3,2,173,16
4,2,160,16
5,2,193,16
6,2,168,16
1396
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,CN14002,233,347,0,6.865,128.7,AAK00032,850,900,0,0,0,499,399
2,R9074,52,379,270,73.225,90,AAD00041,6550,6600,0,0,0,499,399
3,C9081,87,347,90,75.4,92,AAY00041,6900,6950,0,0,0,499,399
4,C8005,209,328,90,31.2,114.55,AAI00027,3550,3600,0,0,0,499,399
5,C4023,265,141,0,54.7,98.65,AAF00021,5350,5400,0,0,0,499,399
6,R13107,384,195,90,51.2,30.8,AAN00048,1550,1600,0,0,0,499,399
7,R1006,75,52,0,61.9,59.6,AAA00030,3650,3700,0,0,0,499,399
8,R13034,477,91,180,75.15,36.9,AAS00049,2750,2800,0,0,0,499,399
9,C12049,259,383,0,43.55,21.75,AAM00057,900,950,0,0,0,499,399
10,C3072,421,367,270,56.4,116.15,AAX00029,6550,6600,0,0,0,499,399
11,R1029,79,91,270,46.95,96.075,AAS00046,4500,4550,0,0,0,499,399
12,C11065,481,121,180,87.8,64.6,AAG00010,5650,5700,0,0,0,499,399
13,C7067,215,226,180,44.525,146.625,AAC00021,6500,6550,0,0,0,499,399
14,C3046,248,243,270,57.3,116.15,AAB00011,6650,6700,0,0,0,499,399
15,R1029,123,300,270,46.95,96.075,AAS00046,4500,4550,0,0,0,499,399
16,C1090,298,19,180,83.625,65.275,AAL00053,5450,5500,0,0,0,499,399
17,C7026,59,172,90,35.35,122.025,AAU00034,4300,4350,0,0,0,499,399
18,C11040,297,288,180,89.1,73.05,AAG00009,6500,6550,0,0,0,499,399
19,R1007,450,205,90,66.3,61.75,AAC00032,4050,4100,0,0,0,499,399
20,C12062,375,234,180,37.7,13,AAZ00066,450,500,0,0,0,499,399
21,C11085,418,133,270,21.725,97.325,AAE00048,2100,2150,0,0,0,499,399
22,L9001,122,104,0,70.95,132.4,AAB00029,9350,9400,0,0,0,499,399
23,C11039,375,227,180,87.8,73.45,AAF00008,6400,6450,0,0,0,499,399
24,C11004,132,136,0,21.7,72.65,AAA00043,1550,1600,0,0,0,499,399
25,L1001,181,261,90,57.45,68.15,AAP00038,3900,3950,0,0,0,499,399
26,D1003,219,283,90,59.2,52.6,AAP00036,3100,3150,0,0,0,499,399
27,C1089,34,368,180,28.75,65.1,AAK00052,1850,1900,0,0,0,499,399
28,FL7003,34,290,180,30.6,147.125,AAF00028,4500,4550,0,0,0,499,399
29,IC10002,424,226,180,51.15,144.65,AAZ00044,7350,7400,0,0,0,499,399
30,R7001,302,25,90,42.85,139.45,AAZ00057,5950,6000,0,0,0,499,399
31,C12049,216,271,0,43.55,21.75,AAM00057,900,950,0,0,0,499,399
32,C3134,205,264,90,57.3,112.7,AAM00025,6450,6500,0,0,0,499,399
33,FL7004,125,2,0,32.125,145.25,AAG00029,4650,4700,0,0,0,499,399
34,D13001,30,339,180,36,36.75,AAS00038,1300,1350,0,0,0,499,399
35,C12034,431,341,0,20.75,27.65,AAB00006,550,600,0,0,0,499,399
36,C11060,223,93,180,87.8,67.05,AAB00005,5850,5900,0,0,0,499,399
37,R9016,265,185,270,76.85,120.45,AAK00047,9250,9300,0,0,0,499,399
38,R1058,83,274,90,84.2,56.225,AAC00033,4700,4750,0,0,0,499,399
39,Q1010,39,307,90,45.6,69.55,AAL00039,3150,3200,0,0,0,499,399
40,R1115,231,158,90,59.45,101,AAN00045,6000,6050,0,0,0,499,399
41,IC12000,45,59,90,44.15,18.2,AAB00025,800,850,0,0,0,499,399
42,R1046,129,332,0,79.275,58,AAB00032,4550,4600,0,0,0,499,399
43,C12066,471,381,90,38.35,15.1,AAC00048,550,600,0,0,0,499,399
44,R13010,122,76,90,45.2,30.8,AAB00034,1350,1400,0,0,0,499,399
45,C12000,492,4,90,48.95,11.6,AAI00012,550,600,0,0,0,499,399
46,C10038,217,82,0,24.2,128.2,AAP00054,3100,3150,0,0,0,499,399
47,C4021,200,161,0,60.05,99.5,AAD00019,5950,6000,0,0,0,499,399
48,Q1000,219,30,0,53.8,54.8,AAD00031,2900,2950,0,0,0,499,399
49,C12067,494,107,90,39.35,15.1,AAD00049,550,600,0,0,0,499,399
50,C10062,159,133,180,37.025,82.65,AAM00053,3050,3100,0,0,0,499,399
51,Q1015,336,315,270,48.15,101.85,AAP00042,4900,4950,0,0,0,499,399
52,R13007,397,387,90,50.2,30.8,AAY00052,1500,1550,0,0,0,499,399
53,C1026,485,242,90,66.25,148.35,AAA00002,9800,9850,0,0,0,499,399
54,C3135,214,201,90,55.55,112.75,AAN00026,6250,6300,0,0,0,499,399
55,C3131,38,115,270,61.8,119.55,AAJ00022,7350,7400,0,0,0,499,399
56,R1086,49,72,180,61.4,54.6,AAS00047,3350,3400,0,0,0,499,399
57,L7054,294,257,270,32.2,136.9,AAP00040,4400,4450,0,0,0,499,399
58,C12067,366,25,90,39.35,15.1,AAD00049,550,600,0,0,0,499,399
59,C3126,36,363,90,64.5,119.55,AAE00017,7700,7750,0,0,0,499,399
60,Q2001,282,267,180,82.5,120.6,AAJ00038,9900,9950,0,0,0,499,399
61,L7061,310,41,180,37.45,124.3,AAZ00047,4650,4700,0,0,0,499,399
62,C3032,200,39,270,59.1,119.55,AAP00023,7050,7100,0,0,0,499,399
63,C9084,20,149,0,72.275,91.9,AAB00023,6600,6650,0,0,0,499,399
64,C12039,299,340,90,41.35,14.3,AAC00047,550,600,0,0,0,499,399
65,C7016,450,23,270,41,128.05,AAK00027,5250,5300,0,0,0,499,399
66,C10062,393,130,180,37.025,82.65,AAM00053,3050,3100,0,0,0,499,399
67,R13053,45,127,180,60.2,35.8,AAD00037,2150,2200,0,0,0,499,399
68,C11056,345,131,90,22.9,89.2,AAR00058,2000,2050,0,0,0,499,399
69,C8038,363,246,0,36.925,121.45,AAP00034,4450,4500,0,0,0,499,399
70,C11052,158,252,180,87.8,68.65,AAU00020,6000,6050,0,0,0,499,399
71,R13106,169,183,180,60.2,36.85,AAM00047,2200,2250,0,0,0,499,399
