time,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Part_Size,Reel_Name,Nozzle_Type1,Nozzle_Type2,Feeder_qty,Size_X,Size_Y,Machine No,Table,FeederNum,Nozzle_Using
1681364417018,31412000,85,170,0,6.865,24.1,165.4465,11200002,150,200,183,499,399,1,2,31,150
1681364417018,31412000,191,118,0,6.865,24.1,165.4465,11200002,150,200,183,499,399,1,2,30,150
1681364417018,31412000,303,226,0,6.865,24.1,165.4465,11200002,150,200,183,499,399,1,1,111,150
1681364417018,312061,493,191,270,39.7,11.25,446.625,112500065,400,450,183,499,399,1,2,180,450
1681364417018,2412003,127,194,180,42.525,11.6,493.29,11300041,450,500,183,127,194,1,1,183,450
1681364417018,2412003,410,228,180,42.525,11.6,493.29,11300041,450,500,183,499,399,1,1,182,450
1681364417018,312062,405,163,180,37.7,13,490.1,112600066,450,500,183,499,399,1,2,148,450
1681364417018,2412003,261,86,180,42.525,11.6,493.29,11300041,450,500,183,499,399,1,2,95,450
1681364417018,1212013,345,227,90,19.4,27.5,533.5,112600045,500,550,183,499,399,1,1,126,500
1681364417018,312005,53,118,270,41.4,12.3,509.22,111000053,500,550,183,499,399,1,2,19,500
1681364417018,312005,8,295,270,41.4,12.3,509.22,111000053,500,550,183,499,399,1,1,2,500
1681364417018,312008,364,237,90,45.05,12.3,554.115,111100054,550,600,183,499,399,1,1,133,550
1681364417018,312000,119,30,90,48.95,11.6,567.82,11900012,550,600,183,499,399,1,2,43,550
1681364417018,312001,95,201,90,47.95,11.6,556.22,111000013,550,600,183,499,399,1,1,34,550
1681364417018,312066,293,206,90,38.35,15.1,579.085,11300048,550,600,183,499,399,1,1,107,550
1681364417018,312066,187,314,90,38.35,15.1,579.085,11300048,550,600,183,499,399,1,1,106,550
1681364417018,2112000,18,337,0,43.096,13.631,587.441576,111800053,550,600,183,499,399,1,1,6,550
1681364417018,312034,81,116,0,20.75,27.65,573.7375,11200006,550,600,183,499,399,1,2,29,550
1681364417018,312067,475,324,90,39.35,15.1,594.185,11400049,550,600,183,499,399,1,1,174,550
1681364417018,312034,1,180,0,20.75,27.65,573.7375,11200006,550,600,183,499,399,1,2,28,550
1681364417018,312035,333,9,270,19.6,30.45,596.82,112500064,550,600,183,499,399,1,2,122,550
1681364417018,312057,20,174,0,43.45,14.05,610.4725,111900061,600,650,183,469,365,1,2,7,600
1681364417018,39027,434,92,270,61.95,10.25,634.9875,111400034,600,650,183,494,386,1,2,160,600
1681364417018,312057,153,192,0,43.45,14.05,610.4725,111900061,600,650,183,497,395,1,2,6,600
1681364417018,189029,346,20,90,60.95,10.25,624.7375,112200055,600,650,183,499,397,1,2,126,600
1681364417018,189028,238,280,180,64.15,9.85,631.8775,112100054,600,650,183,499,398,1,1,87,600
1681364417018,312057,443,281,0,43.45,14.05,610.4725,111900061,600,650,183,499,398,1,1,162,600
1681364417018,1212012,162,357,180,22.85,27.65,631.8025,112500044,600,650,183,499,399,1,1,59,600
1681364417018,312057,407,180,0,43.45,14.05,610.4725,111900061,600,650,183,499,399,1,2,6,600
1681364417018,39027,484,279,270,61.95,10.25,634.9875,111400034,600,650,183,499,399,1,1,177,600
1681364417018,312031,208,294,90,21.6,27.9,602.64,112600025,600,650,183,499,399,1,1,76,600
1681364417018,189029,129,131,90,60.95,10.25,624.7375,112200055,600,650,183,499,399,1,2,125,600
1681364417018,312031,19,44,90,21.6,27.9,602.64,112600025,600,650,183,499,399,1,2,6,600
1681364417018,312057,400,236,0,43.45,14.05,610.4725,111900061,600,650,183,499,399,1,1,161,600
1681364417018,312046,197,79,90,40.35,16.75,675.8625,111000054,650,700,183,499,398,1,2,72,650
1681364417018,39040,184,173,180,75.8,8.7,659.46,112200039,650,700,183,499,399,1,2,67,650
1681364417018,312030,218,124,90,22.6,30.45,688.17,112200062,650,700,183,499,399,1,2,79,650
1681364417018,312041,355,190,0,46.35,14.85,688.2975,11500049,650,700,183,499,399,1,2,130,650
1681364417018,312046,140,15,90,40.35,16.75,675.8625,111000054,650,700,183,499,399,1,2,71,650
1681364417018,39040,426,372,180,75.8,8.7,659.46,112200039,650,700,183,499,399,1,1,156,650
1681364417018,312030,358,288,90,22.6,30.45,688.17,112200062,650,700,183,499,399,1,1,131,650
1681364417018,2412001,89,235,180,25.65,27.85,714.3525,11200040,700,750,183,468,335,1,1,34,700
1681364417018,312011,38,194,180,37.775,19.7,744.1675,111100014,700,750,183,499,399,1,2,13,700
1681364417018,179006,366,241,270,60.45,12.1,731.445,111300041,700,750,183,499,399,1,1,134,700
1681364417018,312059,381,65,90,40.35,18.55,748.4925,112200063,700,750,183,499,399,1,2,139,700
1681364417018,312056,257,285,90,39.35,18.55,729.9425,111800060,700,750,183,499,399,1,1,94,700
1681364417018,2412001,405,346,180,25.65,27.85,714.3525,11200040,700,750,183,499,399,1,1,34,700
1681364417018,312040,181,308,0,46.1,16.1,742.21,11400048,700,750,183,499,399,1,1,66,700
1681364417018,312024,152,94,90,43.85,18.2,798.07,111600058,750,800,183,313,194,1,2,88,750
1681364417018,179005,231,156,0,64.15,12.4,795.46,111200040,750,800,183,346,335,1,2,122,750
1681364417018,312027,327,363,90,42.85,18.2,779.87,111800059,750,800,183,499,398,1,1,119,750
1681364417018,312045,383,14,270,38.35,20.25,776.5875,11900053,750,800,183,499,398,1,2,140,750
1681364417018,1812007,276,132,0,53.45,14.65,783.0425,111900048,750,800,183,499,398,1,2,101,750
1681364417018,1812007,240,61,0,53.45,14.65,783.0425,111900048,750,800,183,499,399,1,2,100,750
1681364417018,2112002,467,188,90,39.58,19.275,762.9045,112100055,750,800,183,499,399,1,2,171,750
1681364417018,2112002,179,23,90,39.58,19.275,762.9045,112100055,750,800,183,499,399,1,2,170,750
1681364417018,312042,35,153,270,39.35,20.25,796.8375,11600050,750,800,183,499,399,1,2,12,750
1681364417018,312042,149,152,270,39.35,20.25,796.8375,11600050,750,800,183,499,399,1,2,11,750
1681364417018,61212001,228,50,270,27.9,27.65,771.435,11100023,750,800,183,499,399,1,2,83,750
1681364417018,312019,334,192,180,26.55,29.5,783.225,111900020,750,800,183,499,399,1,2,120,750
1681364417018,2112002,234,127,90,39.58,19.275,762.9045,112100055,750,800,183,499,399,1,2,170,750
1681364417018,312045,188,331,270,38.35,20.25,776.5875,11900053,750,800,183,499,399,1,1,68,750
1681364417018,312024,408,398,90,43.85,18.2,798.07,111600058,750,800,183,499,399,1,1,149,750
1681364417018,179005,150,399,0,64.15,12.4,795.46,111200040,750,800,183,499,399,1,1,55,750
