6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,188,16
2,2,173,16
3,2,162,16
4,2,154,16
5,2,162,16
6,2,190,16
1367
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,D1001,48,35,90,53.3,67.8,AAM00034,3600,3650,0,0,0,497,399
2,C13057,306,92,180,60.7,28.85,AAL00016,1750,1800,0,0,0,497,399
3,R13099,165,340,270,63.15,39.45,AAH00042,2450,2500,0,0,0,497,399
4,FL7003,71,9,180,30.6,147.125,AAF00028,4500,4550,0,0,0,497,399
5,FB14000,79,269,180,20.1,145.9,AAX00041,2900,2950,0,0,0,497,399
6,R14008,468,198,180,31.55,101.2,AAS00051,3150,3200,0,0,0,497,399
7,R1077,291,319,90,46.95,98.65,AAK00041,4600,4650,0,0,0,497,399
8,C1022,414,155,90,55.1,90.05,AAZ00022,4950,5000,0,0,0,497,399
9,C10055,287,31,180,31.95,113.95,AAI00049,3600,3650,0,0,0,497,399
10,C3039,32,337,270,58.2,121.25,AAX00028,7050,7100,0,0,0,497,399
11,C7058,202,293,0,27.675,126.925,AAZ00039,3500,3550,0,0,0,497,399
12,C7050,322,328,90,44.5,134.2,AAS00034,5950,6000,0,0,0,497,399
13,L8020,37,18,90,38.1,112.1,AAS00043,4250,4300,0,0,0,497,399
14,C11052,408,73,180,87.8,68.65,AAU00020,6000,6050,0,0,0,497,399
15,IC14000,282,314,90,26.9,103.2,AAE00028,2750,2800,0,0,0,497,399
16,R5018,179,237,270,67.4,116.85,AAU00053,7850,7900,0,0,0,497,399
17,R13101,382,60,90,66.45,22.8,AAJ00044,1500,1550,0,0,0,497,399
18,C2053,19,97,270,85.65,114.5,AAC00010,9800,9850,0,0,0,497,399
19,R12006,11,107,0,53.45,16.65,AAR00047,850,900,0,0,0,497,399
20,C2047,226,16,270,81.55,116.85,AAY00027,9500,9550,0,0,0,497,399
21,C10059,106,107,90,49.3,144.7,AAJ00010,7100,7150,0,0,0,497,399
22,C3144,280,295,90,62.7,112.75,AAA00014,7050,7100,0,0,0,497,399
23,C10009,48,205,90,32.35,145.35,AAS00055,4700,4750,0,0,0,497,399
24,C9022,46,345,0,75.45,110.775,AAK00031,8350,8400,0,0,0,497,399
25,Q1023,88,306,0,67.6,88.7,AAZ00049,5950,6000,0,0,0,497,399
