6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,189,16
2,2,197,16
3,2,177,16
4,2,153,16
5,2,197,16
6,2,156,16
1218
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,R13081,447,182,90,73.95,24.6,AAV00052,1800,1850,0,0,0,499,399
2,C1044,179,142,90,37.65,73.55,AAV00059,2750,2800,0,0,0,499,399
3,C7026,446,114,90,35.35,122.025,AAU00034,4300,4350,0,0,0,499,399
4,R13059,198,298,90,65.65,41.25,AAH00041,2700,2750,0,0,0,499,399
5,C14005,217,182,180,20.35,155.85,AAD00009,3150,3200,0,0,0,499,399
6,C7009,424,204,180,34.925,144.675,AAF00022,5050,5100,0,0,0,499,399
7,C11026,391,394,180,78.65,72.25,AAY00022,5650,5700,0,0,0,499,399
8,C1010,189,12,180,57.3,60.1,AAP00015,3400,3450,0,0,0,499,399
9,R1026,357,124,90,68.1,55,AAN00043,3700,3750,0,0,0,499,399
10,D9002,464,67,90,73.85,119.85,AAU00039,8850,8900,0,0,0,499,399
11,C3162,19,296,270,53.75,111.1,AAM00026,5950,6000,0,0,0,499,399
12,C3084,5,24,270,54.65,126.35,AAJ00020,6900,6950,0,0,0,499,399
13,C2058,163,303,270,83.55,109.75,AAF00013,9150,9200,0,0,0,499,399
14,C4022,331,54,0,56,134.4,AAE00020,7500,7550,0,0,0,499,399
15,C3001,254,302,0,60.925,134.725,AAJ00017,8200,8250,0,0,0,499,399
16,D1002,76,136,0,69.85,51.05,AAN00035,3550,3600,0,0,0,499,399
17,C8034,218,87,180,45.45,119.25,AAK00030,5400,5450,0,0,0,499,399
18,C10043,387,227,90,38.35,85.65,AAV00058,3250,3300,0,0,0,499,399
19,C8030,418,207,0,29.625,112.5,AAJ00029,3300,3350,0,0,0,499,399
20,C11029,364,257,0,80,70.05,AAZ00023,5600,5650,0,0,0,499,399
21,C14011,124,385,0,20.1,144.85,AAJ00015,2900,2950,0,0,0,499,399
22,C1001,445,144,0,70.85,59.15,AAE00005,4150,4200,0,0,0,499,399
23,C7057,217,170,270,26.2,133.525,AAY00038,3450,3500,0,0,0,499,399
24,R13094,441,209,0,75.15,34.9,AAC00037,2600,2650,0,0,0,499,399
25,C10009,100,49,90,32.35,145.35,AAS00055,4700,4750,0,0,0,499,399
26,C3131,354,347,270,61.8,119.55,AAJ00022,7350,7400,0,0,0,499,399
27,C12040,425,226,0,46.1,16.1,AAD00048,700,750,0,0,0,499,399
28,C11085,88,197,270,21.725,97.325,AAE00048,2100,2150,0,0,0,499,399
29,C3012,26,105,270,70.7,124.55,AAY00028,8800,8850,0,0,0,499,399
30,L7009,211,70,90,33.975,144.925,AAP00039,4900,4950,0,0,0,499,399
31,C14007,401,238,180,20.35,156.85,AAF00011,3150,3200,0,0,0,499,399
32,C3007,58,166,270,62.7,121.25,AAR00023,7600,7650,0,0,0,499,399
33,C7058,108,247,0,27.675,126.925,AAZ00039,3500,3550,0,0,0,499,399
34,C1090,80,286,180,83.625,65.275,AAL00053,5450,5500,0,0,0,499,399
35,R1113,41,221,270,61.55,148.3,AAL00043,9100,9150,0,0,0,499,399
36,C9005,339,231,0,64.4,104.375,AAF00026,6700,6750,0,0,0,499,399
37,R1024,13,51,270,61.3,51.1,AAL00041,3100,3150,0,0,0,499,399
38,C12014,78,351,270,43.45,24.8,AAM00016,1050,1100,0,0,0,499,399
39,CN14001,37,29,0,6.865,140.2,AAJ00031,950,1000,0,0,0,499,399
40,C13044,85,335,90,50.25,44.15,AAJ00014,2200,2250,0,0,0,499,399
41,C3107,415,6,180,54.5,93.7,AAJ00021,5100,5150,0,0,0,499,399
42,C11006,426,33,270,41.9,45.2,AAC00045,1850,1900,0,0,0,499,399
43,R13013,317,34,270,48.05,41.4,AAD00036,1950,2000,0,0,0,499,399
44,C3106,341,197,270,53.75,112.75,AAI00020,6050,6100,0,0,0,499,399
45,C10003,438,276,0,24.3,88.6,AAM00051,2150,2200,0,0,0,499,399
46,C11070,29,39,90,15,93.261,AAU00060,1350,1400,0,0,0,499,399
47,R1097,129,149,180,85.6,55.85,AAC00034,4750,4800,0,0,0,499,399
48,C11032,364,159,180,80,73.45,AAC00005,5850,5900,0,0,0,499,399
49,R13030,446,259,90,62.95,24.6,AAN00046,1500,1550,0,0,0,499,399
50,C4031,19,18,90,58.45,100.125,AAN00029,5850,5900,0,0,0,499,399
51,R2011,349,19,180,90,104.75,AAJ00045,9400,9450,0,0,0,499,399
52,R13007,149,132,90,50.2,30.8,AAY00052,1500,1550,0,0,0,499,399
53,CN13000,331,92,270,7.094,41.865,AAI00030,250,300,0,0,0,499,399
54,FL7007,383,18,180,29.1,122.425,AAJ00032,3550,3600,0,0,0,499,399
55,Q9011,369,137,0,76,83.25,AAU00046,6300,6350,0,0,0,499,399
56,C3027,199,111,90,60.45,120.175,AAK00019,7250,7300,0,0,0,499,399
57,C12044,115,6,270,41.35,16.4,AAH00052,650,700,0,0,0,499,399
58,C9089,265,364,180,70.4,111,AAE00026,7800,7850,0,0,0,499,399
59,Q1022,206,41,180,57.55,90.35,AAY00048,5150,5200,0,0,0,499,399
60,C8039,103,383,0,36.925,122.675,AAR00035,4500,4550,0,0,0,499,399
61,C11023,105,239,180,78.65,71.45,AAV00020,5600,5650,0,0,0,499,399
62,C9006,182,393,270,67.8,139.3,AAG00027,9400,9450,0,0,0,499,399
63,C7016,236,232,270,41,128.05,AAK00027,5250,5300,0,0,0,499,399
64,C10030,73,158,0,21.55,144.05,AAI00048,3100,3150,0,0,0,499,399
65,C4016,235,196,180,54.55,97.4,AAY00035,5300,5350,0,0,0,499,399
66,C11047,96,396,270,23.6,95.35,AAM00015,2250,2300,0,0,0,499,399
67,C7027,206,198,180,31.125,124,AAV00035,3850,3900,0,0,0,499,399
68,C1073,266,323,180,49.675,107.25,AAF00007,5300,5350,0,0,0,499,399
69,C2014,184,68,90,85.4,112.05,AAE00011,9550,9600,0,0,0,499,399
70,C3083,157,354,180,54.55,138.05,AAI00019,7500,7550,0,0,0,499,399
71,C3126,44,182,90,64.5,119.55,AAE00017,7700,7750,0,0,0,499,399
