6
No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,198,16
2,2,191,16
3,2,184,16
4,2,196,16
5,2,181,16
6,2,174,16
1419
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y
1,X13000,22,309,0,47.5,44.15,AAD00042,2050,2100,0,0,0,558,400
2,L8001,192,125,90,42.35,111.3,AAC00029,4700,4750,0,0,0,558,400
3,C11064,4,9,180,87.8,65.45,AAF00009,5700,5750,0,0,0,558,400
4,C10046,411,282,90,41.85,115.75,AAZ00061,4800,4850,0,0,0,558,400
5,C10002,497,227,0,24.35,91.6,AAL00050,2200,2250,0,0,0,558,400
6,C7002,268,311,90,33.025,126.675,AAZ00037,4150,4200,0,0,0,558,400
7,L7039,345,219,90,37.35,147,AAG00032,5450,5500,0,0,0,558,400
8,C3088,69,33,90,56.45,136.45,AAN00024,7700,7750,0,0,0,558,400
9,C2041,270,368,180,83.3,116.15,AAU00024,9650,9700,0,0,0,558,400
10,C2048,80,125,0,80.5,106.5,AAZ00028,8550,8600,0,0,0,558,400
11,C14018,144,77,180,19.8,123.7,AAP00020,2400,2450,0,0,0,558,400
12,C1060,42,276,270,36.65,78.3,AAB00043,2850,2900,0,0,0,558,400
13,C11030,429,326,180,80,72.65,AAA00003,5800,5850,0,0,0,558,400
14,TU16001,511,44,270,57.015,47.285,AAL00049,2650,2700,0,0,0,558,400
15,C3133,505,333,90,64.975,122.2,AAL00024,7900,7950,0,0,0,558,400
16,C3107,368,28,180,54.5,93.7,AAJ00021,5100,5150,0,0,0,558,400
17,ZD1002,462,170,270,65.625,74.85,AAG00045,4900,4950,0,0,0,558,400
18,C14012,71,16,270,23,129.35,AAK00016,2950,3000,0,0,0,558,400
19,R1111,514,367,0,64.975,140.715,AAJ00041,9100,9150,0,0,0,558,400
20,C7054,339,345,0,39.675,136.825,AAV00036,5400,5450,0,0,0,558,400
21,R13014,238,346,270,47.2,30.8,AAE00037,1450,1500,0,0,0,558,400
22,IC7000,513,192,0,30.675,128.075,AAG00030,3900,3950,0,0,0,558,400
23,C10042,422,327,270,38.35,89.75,AAU00057,3400,3450,0,0,0,558,400
24,C12028,527,285,90,47.55,26.65,AAS00060,1250,1300,0,0,0,558,400
25,C8044,172,282,180,34.325,113.525,AAY00040,3850,3900,0,0,0,558,400
26,C3105,409,88,0,52.55,93.8,AAH00019,4900,4950,0,0,0,558,400
27,C10006,535,330,90,33.85,145.35,AAN00052,4900,4950,0,0,0,558,400
28,C10053,502,126,90,34.1,108.85,AAG00047,3700,3750,0,0,0,558,400
